"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Panama","PAN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","16.9","","","","","","","","","","30.2","","27.7","","","","22.2","","20.8","21.1","19.1","17.7","21.1","17.8","17.2","16.2","15.7","16.1","13.6","9.8","8.5","9","7.3","8","7","7","5.9","5.8","5.5","4.7","4.3","","4.7","",
"Peru","PER","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8","31.8","32.2","31.5","33.1","30.2","28.7","29.2","31","27.5","23.9","21.1","19.5","17","15.8","14.5","13.9","13.2","12.8","12.6","12.6","11.3","10.5","17.3","11.6","",
"Philippines","PHL","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2","","","32.3","","","33.2","","","30.6","","","30","","","25.2","","","19.7","","","20","",
"Palau","PLW","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","","","","","","","","","","","","","55","","","","","","","","","","","","","",
"Poland","POL","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","3.8","2.7","1.7","1.2","1.3","1.3","1.2","1.2","1.2","1.2","1.1","0.8","0.6","0.5","0.2","","","",
"Pre-demographic dividend","PRE","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.2","1.2","0.8","0.8","0.9","0.6","0.7","1.1","1.9","2","1.6","1.3","1.1","0.8","0.8","0.4","1","","",
"Paraguay","PRY","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","","","21.6","","18.8","","18.9","","18","24.7","19.4","17.2","15.8","18.9","16.8","14.3","14.6","13.7","13","10.4","8","8.2","8.1","8.1","6.7","6.6","6.2","6.9","6.2","",
"West Bank and Gaza","PSE","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","5.7","4.7","7.7","","4.1","4.4","4.1","","","","","5.3","","","","","","",
"Pacific island small states","PSS","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6","14.1","10.9","10.1","11.3","13.2","13.5","14.2","13.3","11.6","8.6","6.8","5.5","4.6","4.1","","",
"Russian Federation","RUS","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","12.1","17.9","14.9","11.4","9.1","8.8","7.6","6.4","5","3.5","2.1","2","1.6","1.3","1.2","1.1","1","1.1","1.1","1.1","1","0.8","0.8","","",
"Rwanda","RWA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.4","","","","","68.2","","","","","64.9","","","62.2","","","61.2","","","","","","",
"South Asia","SAS","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","66.7","66.5","65.8","65.1","64.4","64","63.8","63.2","63","62.9","62.6","61.8","61.3","60.9","60","59.3","","","","","","57.9","57.2","56.2","55.3","54.6","53.6","53","52.3","50.7","47.9","46.7","46.2","45.7","45.1","44.4","41.9","38.7","37.2","","","",
"Saudi Arabia","SAU","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.8","","","","","42.1","","","","","","","","",
"Senegal","SEN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1","","","66.9","","","","","","","62","","","","56.2","","","","","","56.2","","","","","","","33.1","","","","",
"Singapore","SGP","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.9","","","","","","","48.5","","","","","","","","","","",
"Sierra Leone","SLE","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.9","","","","","","","","","","","","","","66.3","","","","","","","","56.2","","","","","","","49.9","","","","",
"El Salvador","SLV","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7","","35.3","","","","27.3","28.6","","31.6","28.6","24.2","25.5","25.8","26.8","23.6","23.3","20.5","17.9","20.9","20.6","19.6","19","17.5","15.6","15.3","13.5","13.4","12","10.8","8.8","","10.1","",
"San Marino","SMR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6","12","12.9","12.1","11.4","9.6","6.6","4.6","3.6","","",
"Sub-Saharan Africa (excluding high income)","SSA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","","","","","","70.5","","","","","","",
"Sub-Saharan Africa","SSF","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.2","62.2","63.1","64.1","64.5","64.1","63.5","63.3","63.4","63.4","63.4","63","62.5","62","60.6","59.6","58.6","57.7","56.8","56.6","55.5","54.8","54.2","53.5","52.7","52.7","52.4","51.9","51.2","50.8","","","",
"Small states","SST","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.3","","","","","","","","","","47.6","","","","","","","38.5","","","","","",
"Suriname","SUR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.3","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","1.4","1.1","1.1","1.2","1.3","1.2","1.1","1.4","1.5","1.9","1.4","2.2","1.1","1.3","0.6","","","",
"Slovenia","SVN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.1","0.1","0","0.1","0","0","0.1","0.1","0.1","0","0","0","0","0","0","","",
"Sweden","SWE","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","0.6","","","","","","0.5","","","","","","0.3","","","","","0.4","","","0.6","","","","","0.1","","","0.5","0.6","1.2","0.5","0.6","0.7","0.7","0.8","0.8","0.6","0.8","0.7","0.7","0.5","0.3","0.9","0.4","0.5","","",
"Eswatini","SWZ","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.5","","","","","","61.3","","","","","","","","","57.6","","","","","","","47.4","","","","","","",
"Sint Maarten (Dutch part)","SXM","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","","","2","","","","",
"Syrian Arab Republic","SYR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.1","","","","","","","15.7","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.7","","","","","","","","52.5","","","","","","","50.9","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.7","","","","","64.9","","","","63.2","","","46.4","","","","",
"Thailand","THA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","37.7","","34.8","","30","","24.3","","20.9","","20.2","22.9","23.2","","18.1","","14.9","","11.7","10.3","9.3","8.2","7.2","5.3","5.4","4.5","4.2","2.8","3.2","3.1","3.3","2.5","2.6","2.4","",
"Tajikistan","TJK","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.2","","","","56.4","45.5","","","38.7","","30.8","","","","","","26.2","","","","","","","",
"Turkmenistan","TKM","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","","","","","","60.1","","","","","","","52.4","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","","","","","","","","","12.5","","","","","","15.8","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","","","","10.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","30.5","","","","","25.4","","","","","26.1","","","","","19.7","","","","","14.4","","","","","9.5","","","","","4.4","","","","","","","",
"Turkiye","TUR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5","","","","","","","15.6","","","","","","","","13.6","15.5","10.9","10.2","8.7","7.4","6.2","5.9","5.7","4.8","4.4","3.8","3.5","3.8","3.1","2.8","2.6","3.5","","","",
"Tuvalu","TUV","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6","","","","","","","","","","","","",
"Tanzania","TZA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.2","","","","","","","","","79.5","","","","","","","64.4","","","","59","","","","","","","58","","","","",
"Uganda","UGA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.4","","","69.7","","","","68.8","","","70.5","","","68.8","","","64.6","","","","58.7","","","53.9","","","","56","","","56.4","","","",
"Ukraine","UKR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2","18.5","","24.4","28.3","","","","","","20.8","16","12.4","7.8","6.3","5.9","3.3","3.9","2.6","2.2","1.8","1.4","1.5","3.1","2.8","2.2","1.7","1.3","1.3","","",
"Upper middle income","UMC","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","65.6","61.8","53.9","53.3","52","54.1","53.5","53.4","52.8","51.9","50.1","48.4","47.1","46.7","46.7","45.7","43.5","42","39.4","37.9","35.4","32.5","30.9","28.6","27.3","25.8","23.6","21.2","19.4","15.9","14.3","12.8","11.8","11","9.9","9","","","",
"Uruguay","URY","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","5.6","3.9","3.7","3.1","2.2","2.1","1.9","1.6","1.5","1.3","1.1","1.1","1.1","1.7","1.6","",
"United States","USA","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","1","","","","","0.9","0.8","0.9","1.1","1.1","0.9","1","0.9","0.8","0.7","0.6","0.7","0.8","0.8","0.8","0.9","0.8","0.8","0.9","1","0.8","0.9","1.1","1","1.2","1.2","1.2","1.2","1.2","1.2","1.1","1.3","1.3","1.2","1.2","1.4","1.4","1.3","1.4","1.2","1.1","0.6","","",
"Uzbekistan","UZB","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.9","","77.3","","75.9","77","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","16.8","","","","","","18.2","","13.2","","","13.1","","","22.8","","","22.3","24.6","","22.9","30.1","34.5","30.5","25.3","16.3","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.9","","","","","48.9","","","","","50.7","","43.6","","38.1","","35","","16","","13","","11","","8.3","","6.9","","5.5","","",
"Vanuatu","VUT","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.2","","","","","","","","","32.5","","","",
"World","WLD","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","49.7","48.1","44.9","44.8","44.1","45","44.9","45","44.8","44.6","44.1","43.1","42.5","42.2","42.1","41.9","41","40.3","39.2","38.4","37","35.5","34.6","33.3","32.5","31.7","30.2","28.6","27.6","26.1","25.4","24.8","24.2","23.4","22.2","21.5","","","",
"Samoa","WSM","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4","","","","","","14.4","","","","","13.4","","","","","","","","","",
"Kosovo","XKX","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5","","24.9","25","","","20.3","20.3","17.5","11.8","9.4","10.6","8.8","8.5","8.5","","","","","",
"Yemen, Rep.","YEM","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.6","","","","","","","36.8","","","","","","","","","44.2","","","","","","","","",
"South Africa","ZAF","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.7","","","","","","","45.7","","","","","41.6","","","32.8","","31.9","","","","33.4","","","","","","","","",
"Zambia","ZMB","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.2","","65.3","","","56.9","","57.7","","","","64.4","","65.8","","68","","","","69.5","","","","","65.6","","","","","","","",
"Zimbabwe","ZWE","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9","","","","","","48.8","","51.8","","","",
