"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Euro area","EMU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219060.96","230300.69","232057.02","230286.69","240205.91","247630.26","255546.24","265296.47","281038.05","310027.47","325787.44","339888.35","356465.75","371017.68","379675.68","394494.63","408943.97","416058.09","422397","422187.54","423168.11","423281.09","424359.12","434104.07","458698.62","","",
"Eritrea","ERI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99","0.98","10.34","3.99","4.58","6.68","11.83","14.3","11.69","11.76","20.62","17.15","9.5","5.96","10.47","11.93","4.25","10.52","8.45","10.34","8.86","13.52","22.72","27.18","37.51","","",
"Spain","ESP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21122.2","22767.13","22924.81","23999.8","25000.67","26457.11","28112.36","29354.12","31906.6","35889.85","39519.17","42124.36","44086.73","47069.31","49030.56","52080.18","54354.19","54309.2","55517.81","54666.17","55081.89","55118.66","56322.49","58751.47","65638.38","","",
"Estonia","EST","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417.38","404.39","459.91","484.81","464.97","516.3","509.77","568.93","631.83","716.74","891.83","1024.4","1138.56","1150.71","1407.66","1384.92","1493.05","1449.46","1678.33","1542.15","1555.26","1563.46","1476.89","1622.86","1747.64","","",
"Ethiopia","ETH","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170.12","161.04","154.66","186.89","165.79","171.82","201.74","209.77","211.33","222.58","276.32","330.68","360.85","397.45","444.15","489.87","645.05","766.52","983.31","1017.58","1161.1","1624.68","2055.59","2586.84","3967.54","","",
"European Union","EUU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262891.05","276007.01","278593.71","277469.44","290457.92","299798.25","309718.88","321949.44","341982.73","376954.2","396082.85","414091.58","436177.42","454294.76","466989.62","485888.65","505012.55","514498.45","525829.91","529284.5","530557.53","531716.09","533924.22","546474.12","573765.17","","",
"Fragile and conflict affected situations","FCS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8659.57094512997","9393.99773567042","9647.48581346765","9036.70454178832","9258.86438267937","10597.8670053779","10016.7559083211","10290.9054931775","10384.8801728939","11421.4893830856","11401.8975443662","11844.5833702633","12947.6612929468","13679.2374740124","14700.5285287335","15250.0382821722","15934.35","16896.81","17747.94","17865.97","19669.32","22858.2","27595.59","35003.42","42822.45","","",
"Finland","FIN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6576.37","6940.03","6928.39","6932.89","7504.8","7767.57","7849.93","8022.86","8726.82","9122.68","9363.27","9322.12","9545.18","9892.75","9896.47","10202.9","10425.9","10657.92","11068.94","10903.86","11111.14","10769.6","10848.8","11036.74","11328.41","","",
"Fiji","FJI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.36","20.76","22.28","22.84","27.07","39.6","37.81","44.48","61.34","58.83","85.76","85.67","69.03","63.74","67.88","64.93","64.66","81.72","116","99.27","164.18","136.65","159.49","154.94","175.92","","",
"France","FRA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46610.69","49416.52","49672.35","49210.64","50006.98","50801.94","51494.97","52659.44","54976.7","59436.01","62294.75","63247.3","66278.1","67841.08","68299.86","70130.47","71646.01","72641.06","72165.9","71454.24","70742.15","69328.55","67682.67","65758.26","66478.55","","",
"Faroe Islands","FRO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.08","1","5.27","2.92","4.29","1.08","0","2.26","2.4","7.96","2","7.69","4.31","4.04","14.38","4.94","4.63","4.85","3.33","6.75","3.81","6.58","4.37","2.32","7.57","","",
"Gabon","GAB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.65","29.5","33.26","36.5","23.61","28.73","29.88","26.9","32.45","48.89","42.17","33.15","41.38","51.45","42.93","57.18","50.02","54.08","60.1","61.03","59.25","59.69","61.04","70.99","60.98","","",
"United Kingdom","GBR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72332.42","74151.07","74207.66","73334.16","77969.06","74398.12","75375.88","76341.42","80185.02","85438.73","89062.42","91538.02","91581.47","94038.52","94081.01","95498.19","97564.17","98589.76","98439.22","99434.66","99716.51","99990.59","100600.79","101343.03","105564.47","","",
"Georgia","GEO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216.91","258.71","243.6","247.35","262.72","231.08","258.71","252.65","303.37","424.68","439.44","357.46","405.6","441.52","340.13","482.11","452.22","470.86","463.56","490.57","594.17","538.25","558.59","609.74","620.67","","",
"Ghana","GHA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.99","135.69","130.02","129.11","139.15","117.26","148.88","150.16","172.23","186.29","188.67","232.14","255.85","303.03","351.28","405.7","511.65","582.17","622.95","774.04","985.93","1085.32","1318.29","1559.81","2106.28","","",
"Gibraltar","GIB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.02","4.23","5.14","3.85","3.11","14.28","10.4","5.66","10.91","6.9","16.78","14.11","12.04","11.83","11.55","10.5","11.65","10.51","20.67","27.36","37.99","37.07","25.91","33.88","40.7","","",
"Gambia, The","GMB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.61","32.73","33.33","34.27","27.9","35.31","25.78","31.24","36.92","36.85","44","36.46","43.22","38.47","45.39","33.81","36.58","45.69","46.24","41.96","47.93","46.42","35.52","49.94","58.19","","",
"Guinea-Bissau","GNB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","4.42","2.4","7.48","1.48","2.23","5.09","8.01","10.64","9.39","5.74","12.14","6.29","8.29","5.8","10.38","12.8","12.09","17.74","9.68","10.36","16.33","14.69","14.05","14.4","","",
"Equatorial Guinea","GNQ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.83","1.27","0","2.19","0","1.67","0.46","0.82","4.1","0.74","3.22","3.4","1.23","2.35","2.86","2.21","2.32","2.31","2.36","4.28","4.99","3.13","3.6","4.07","1.7","","",
"Greece","GRC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4063.96","4411.82","4572.31","4573.08","5285.59","5720.28","6408.11","6750.01","7964.63","9194.86","10567.48","11053.49","11721.47","11977.04","11836.24","11879.61","11776.04","11695.4","11418.51","11100.49","11006.77","10902.78","10952.68","11490.71","12538.66","","",
"Grenada","GRD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.19","1.8","1.75","1.2","1.04","2.79","1.92","5.4","4.18","4.69","12.48","21.24","23.41","17.53","17.49","23.02","29.85","34.5","55.26","33.62","34.97","55.14","45.86","57.54","56.11","","",
"Greenland","GRL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.27","7.88","9.75","4.68","11.91","9.11","11.86","11.81","28.53","15.56","14.22","15.91","15.94","11.79","21.35","17.55","25.44","31.74","23.34","29.02","24.84","24.79","30.95","27.91","27.7","","",
"Guatemala","GTM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.21","30.84","29.89","29.73","24.13","23.84","23.92","26.71","28.55","45.75","36.47","32.06","36.57","55.78","52","44.8","66.74","73.08","63.89","84.89","88.15","102.51","101.39","95.73","125.69","","",
"Guam","GUM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.95","11.68","5.18","8.78","10.27","8.31","7.86","7.29","11.3","20.19","9.64","12.11","10.07","9.98","20.13","10.65","13.39","13.74","12.11","9.85","13.58","16.49","14.25","14.63","19.58","","",
"High income","HIC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","852447.398354755","874647.74144401","869672.911274207","866872.25184157","904498.394665465","914367.217043391","949175.917861874","984901.769191102","1053117.10735083","1154558.09191403","1200094.95465743","1230065.45742824","1264146.01354799","1301462.06422593","1337280.95210535","1387699.42767659","1418408.23872864","1437309.92779998","1454815.45850107","1459320.62331633","1464902.43434083","1469118.5608091","1484864.74855641","1511232.36788567","1582672.72200195","","",
"Hong Kong SAR, China","HKG","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.21","13.97","11.6","19.06","12.87","7.7","10.26","10.25","13.44","13.95","11.3","12.07","17.67","16.52","21.96","19.1","25.41","19.54","24.36","30.78","31.61","41.18","43.27","74","104.7","","",
"Heavily indebted poor countries (HIPC)","HPC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1441.02425803625","1568.62199746034","1624.6603257364","1656.54212247259","1524.29022342125","1603.69577057263","1730.66657173426","1930.17971569596","2044.46996058865","2322.30392907126","2565.09361297637","2977.33401423212","3090.17746077006","3329.38964988735","3723.87884442879","4150.60798684802","4515.43","4950.07","5603.8","6050.47","6781.08","7794.78","8918.24","10178.22","13062.13","","",
"Croatia","HRV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1469.22","1403.3","1495.5","1547.68","1828.44","1878.8","2124.29","2379.73","2523.44","2996.18","2968.51","3473.85","3718.57","4131.55","3970.63","4529.57","4432.34","4239.71","4021.73","4079.08","4029.84","4359.05","4619.34","4594.8","4800.05","","",
"Haiti","HTI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01","3.53","5.93","0.81","5.46","4.69","6.03","4.93","6.32","8.33","14.05","10.85","7.02","11.67","14.55","18.08","16.87","29.38","36.71","33.84","32","41.81","31.45","33.91","40.2","","",
"Hungary","HUN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3514.48","3905.61","4342.56","3982.13","4411.53","4347.95","4628.75","4636.83","4857.73","5572.92","5566.75","5841.51","6432.62","5998.04","5891.47","6395.73","6445.62","6211.44","6611.54","6524.89","6425.46","6646.45","6684.52","7129.81","7478.17","","",
"IBRD only","IBD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147326.568715826","155190.898218206","166016.904057134","169536.318324949","183882.59123672","213896.909534627","229452.654987184","251651.959657107","299294.67984151","361841.20485945","408470.589314277","447860.591784351","510966.391079228","575846.832322794","625895.907280413","673906.84","700591.860000001","748013.2","804385.29","853560.27","926633.31","992659.183489148","1110020.41301623","1245946.33195956","1366703.11122539","","",
"IDA & IBRD total","IBT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152312.649877618","160559.359767362","171407.674388639","175149.54480516","189539.364332415","219978.01572798","235863.662935433","258697.963276066","306959.399816875","370940.209720708","418803.59769838","459578.839099647","523988.987093871","590721.231190227","642625.093888132","692114.19988641","719853.28","768593.03","826762.62","877297.459999999","953944.42","1023960.79449645","1145309.18428373","1289418.0452849","1418885.98593795","","",
"IDA total","IDA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4984.77558234717","5366.94958826818","5389.62417753264","5611.93229568453","5655.86289015102","6080.58190897894","6410.62238817891","7045.55188235338","7666.03235338988","9100.98703251578","10335.1008909085","11719.5632631769","13022.508345352","14874.341965239","16729.1333846433","18207.3346286629","19261.42","20579.83","22377.33","23737.19","27311.11","31301.61","35288.77","43471.71","52182.87","","",
"IDA blend","IDB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2888.63293848431","3043.74048114187","3033.82872109714","3162.73349451688","3266.98292671852","3624.87193833278","3855.3110618787","4034.43476352948","4477.9389040585","5471.990943698","6214.69763857305","7027.65023760828","7896.03529884676","9340.03","10438.09","11403","11503.3","12385.03","13224.62","14037.21","15926.86","18326.56","20708.18","25054.1","30091.87","","",
"Indonesia","IDN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304.04","317.04","327.98","335.51","398.08","330.1","386","376.32","449.91","578.19","711.4","644","738.96","1063.84","1404.72","1880.34","2042.72","2751.39","3043.58","4380.25","6734.17","12432.41","21263.52","30446.15","32553.79","","",
"IDA only","IDX","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2097.40534181015","2325.4862454585","2358.38804539729","2451.85691478472","2390.68502257947","2456.43121456392","2555.65149543571","3013.83094681868","3190.07683351964","3629.5502936071","4121.02460662931","4692.83556440556","5126.47820269697","5534.23839038054","6290.96278259908","6804.22819177573","7758.12","8194.8","9152.71","9699.98","11384.25","12975.05","14580.59","18417.61","22091","","",
"Isle of Man","IMN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18904.78","19348.5","19717.89","20837.67","21408.98","22532.95","24313.44","26819.84","28779.55","32885.07","38130.93","42576.2","48135.46","53556.94","60555.03","71809.31","77746.24","82779.36","91336.65","97787.68","107193.04","112504.97","127527.46","129549.92","149212.62","","",
"Not classified","INX","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2121.52","2188.73","2314.16","2289.87","2607.75","2776.33","3039.39","3113.93","3822.38","4707.66","4863.72","5447.33","5669.76","6268.89","6860.36","7161.05","6947.46","7003.61","7044.36","6777.56","6984.3","7117.53","7282.42","7747.07","8562.78","","",
"Iran, Islamic Rep.","IRN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","649.35","860.98","969.12","1181.4","1559.17","1910.45","2753.06","3840.43","5099.62","7035.73","9906.51","12923.27","16824.95","20366.24","24693.52","31211.35","31500.82","32428.55","35482.17","37042.25","41908.22","45596.4","48128.18","52885.1","57755.27","","",
"Iraq","IRQ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.92","79.67","67.98","60.65","91.98","89.11","103.31","120.69","91.74","140.51","247.95","240.83","305.79","359.45","529.94","592.74","820","816.34","819.79","850.83","1206.86","1926.61","3368.59","6776.4","9814.39","","",
"Iceland","ISL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205.42","224.04","234.29","228.5","220.1","239.09","306.4","258.65","304.27","363.38","381.82","380.85","421.89","472.91","560.82","548.88","632.65","582","587.02","598.66","664.72","625.78","706.71","663.46","683.91","","",
"Israel","ISR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8390.48","8740.54","8511.28","8493.43","9345.74","9369.95","9681.29","9869.05","10407.28","10496.29","11141.79","11168.62","11351.67","11158.39","10885.13","11245","11528.17","11289.65","11986.41","12046.16","12252.68","12322.35","12459.05","13090.78","13955.4","","",
"Italy","ITA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34243.84","35158.03","34127.6","34282.2","36209.65","37419.9","39094.52","42367.06","44356.03","47710.76","50570.46","53844.63","55877.79","57994.37","58251.79","60076.57","63708.57","66897.05","68401.09","70157.62","70082.26","71357.77","72822.4","76301.91","85419.29","","",
"Jamaica","JAM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125.32","107.26","95.74","113.34","107.05","151.66","147.92","140.52","168.78","141.55","143.86","171.29","218.42","205.93","171.98","199.3","207.25","201.42","207.32","152.82","160.44","161.71","192.72","154.66","201.1","","",
"Jordan","JOR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","348.08","403.39","457.61","476.6","536.58","539.78","589.94","656.22","743.08","778.15","917.39","1040.39","1217.59","1271.68","1412.51","1405.26","1376.41","1401.29","1374.03","1436.7","1662.2","1963.95","2451.68","2974.18","3533.42","","",
"Japan","JPN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88807.36","91890.26","92245.79","94194.57","96607.21","96102.98","98144.51","100494.81","103153.97","111835.95","113061.46","108877.11","107263.61","108810.96","108533.79","110349.36","108729.18","107888.8","104434.12","101064.8","101385.8","100971.06","101933.57","101039.83","101014.27","","",
"Kazakhstan","KAZ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229.71","166.55","211.91","163.63","192.97","204.41","230.31","255.34","239.49","249.15","230.93","225.01","237.87","272.18","317.01","368.18","439.46","625.14","885.78","1109.2","1447.46","1709.31","2020.81","2404.79","2970.6","","",
"Kenya","KEN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392.39","409.19","360.51","362.13","360.08","404.9","441.14","423.62","449.69","457.17","478.73","544.75","590.89","699.14","747.14","827.56","786.89","853.29","926.75","994.46","1093.03","1178.07","1306.44","1427.56","1753.08","","",
"Kyrgyz Republic","KGZ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","25.89","31.64","30.98","28.88","30.72","29.46","21.7","33.97","44.83","52.37","38.24","49.32","32.54","34.82","48.58","51.95","60.04","52.16","50.49","104.86","111.51","126.98","166.02","193.64","","",
"Cambodia","KHM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.94","6.79","8.79","10.18","12.15","13.24","24.24","23.91","36.55","35.52","44.33","51.31","50.51","63.69","55.85","70.69","77.26","85.19","93.43","111.19","124.23","123.88","143.87","140.82","166.15","","",
"Kiribati","KIR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17","0.33","0","0","0","0.5","0","0.11","0","0","0.36","2.12","0","0.33","0.33","0","1","1.05","1.94","1.48","2.17","2.54","0.62","3.13","3.69","","",
"St. Kitts and Nevis","KNA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","1.33","1.46","3.24","1.5","1","0.34","0","0.23","1.96","1.94","1.17","4.16","2.82","4.41","4.63","8.85","12.97","15.2","16.63","20.64","28.03","26.05","33.88","33.69","","",
"Korea, Rep.","KOR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8866.52","11237.92","12158.34","14682.76","15875.05","18435.81","20023.41","23666.41","27597.05","31957.31","37079.26","41212.59","43771.58","45865.76","50224.21","53441.41","56031.5","57348.43","60042.57","62506.07","62559.51","63701.87","66408.77","68934.36","72490.44","","",
"Kuwait","KWT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","475.08","489.87","544.42","562.61","505.73","526.06","512.71","526.51","565.54","620.5","646.42","723.74","756.4","778.34","729.81","775.71","810.69","854.58","765.38","812.67","785.87","828.68","987.49","1124.13","1149.84","","",
"Latin America & Caribbean (excluding high income)","LAC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16527.8472848792","19166.7130712105","20747.1906552407","22349.8216704622","24160.3426524984","25960.3634122619","29169.1851817075","31150.0419517482","34299.9509137973","38450.7431910392","47312.6940028886","50201.6447078538","56868.6175126374","61346.79","65868.15","70047.69","75586.17","79026.48","82709.13","84937.97","89121.06","94651.18","101511.16","107316.2","117919.35","","",
"Lao PDR","LAO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.43","4.06","8.15","6.17","8.57","7.01","12.29","17.72","37.96","24.14","41.42","28.22","34.68","41.96","40.5","49.51","62.81","71.86","56.61","71.37","88.92","77.83","87.87","89.3","89.36","","",
"Lebanon","LBN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222.34","258","276.74","310.32","414.71","435.09","395.95","472.93","496.57","571.36","644.8","658.62","730.89","778.13","790.71","862.73","1008.31","1097.96","1188.35","1259.31","1453.71","1528.73","1825.45","2027.58","2268.45","","",
"Liberia","LBR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14","0","0.63","0","1","0","0.69","1","1.42","1.08","3.55","3.15","2.14","2.33","4.36","9.22","7.6","3.57","8.45","11.35","16.07","20.74","25.96","21.81","12.07","","",
"Libya","LBY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.86","41.98","54.13","39.42","61.41","45.89","41.14","53.05","65.62","71.96","90.67","113.79","129.28","232.76","291.1","125.66","150.31","200.83","185.96","172.4","140.98","166.48","156.84","174.07","247.41","","",
"St. Lucia","LCA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53","0.96","2.39","0.25","2","2.63","2.17","0.09","1.33","2.35","2.35","2.38","2.67","2","3.28","4.99","0.75","3.7","0.16","3.11","4.9","2.42","3.59","4.82","3.26","","",
"Latin America & Caribbean","LCN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19352.2498699672","22349.2035841692","23844.7514251909","25578.0757459486","27559.027837235","29527.4368702867","33234.9278318192","35499.8082301351","38735.6505022331","43547.1615303724","53231.5095532782","56357.0319330481","63762.3256340755","68527.4508662104","73140.2576216884","77444.0105184013","83582.4285122389","86874.8024809823","91606.0380105286","93739.1372124219","98593.9462413469","104188.614814016","111683.438634988","118014.963993438","129867.139940766","","",
"Least developed countries: UN classification","LDC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1522.73360038581","1643.95546065006","1728.23873797258","1759.3624668538","1726.43504473414","1819.8725787141","1872.27775862994","2265.14266064763","2346.97999550537","2662.8980617239","3111.83847358774","3583.13249557718","3801.04908736384","4223.38453989303","4787.88054202256","5138.7543105271","5875.83","6180.35","7173.85","7428.1","8425.23","9821.28","10833.35","14052.24","16761.34","","",
"Low income","LIC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","738.850400504633","770.51326167966","866.004909411524","860.468640099742","832.877558801348","904.283116798158","882.360797812205","1010.40492243207","1122.40976192529","1212.96415732754","1362.47255907174","1618.97156491801","1702.38457287177","1877.87152807795","2232.54790604043","2430.75","2681.82","2884.59","3199.66","3427.14","3827.85","4471.42","5262.17","6145.45","8170.91","","",
"Liechtenstein","LIE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.08","17.51","4.5","18.12","15.87","8.22","7.65","16.02","20.79","34.57","35.42","23.75","39.45","23.71","37.2","38.72","30.59","31.48","39.31","32.33","41.84","34.17","30.24","26.18","35.65","","",
"Sri Lanka","LKA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167.89","212.17","199.01","208.12","209.36","215.68","245.5","263.19","264.94","335.1","387.51","425.62","510.61","480.68","483.08","545.68","606.52","722.62","676.42","740.94","1116.44","1136.75","1344.09","1600.97","1779.47","","",
"Lower middle income","LMC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33929.1543680284","35721.346856041","36713.2195337381","37773.2459004471","39415.1122285508","43104.1041585997","45723.6950745394","50425.0600286335","54951.3834648488","63180.493364789","72939.3204912056","82879.4834863972","96030.9751171058","108783.053357568","123294.645060205","144545.054481521","154237.51","163604.75","177879.85","189591.34","212466.28","228127.75","254454.25","277777.36","316669.62","","",
