,Year,"EA, at least completed lower secondary","COD, by injury","Population, total","Hospital beds (per 1,000 people)",Country Name,Gini index,Poverty headcount ratio at $3.65,Poverty headcount ratio at $6.85,Poverty gap at $2.15,Poverty gap at $3.65,Poverty headcount ratio at $2.15,Poverty gap at $6.85,GDP per capita
14529,2014,15.2227398554484,8.44874301134599,26038704.0,0.7,Mozambique,54.0,83.1,93.6,29.4,48.4,64.6,67.6,680.3753004476529
14537,2014,8.36524963378906,9.70836117250725,19372014.0,0.35,Niger,34.3,82.4,96.7,18.1,39.8,53.6,64.1,560.7544753108841
14540,2014,89.3653717041016,4.91316916848526,16865008.0,3.563333333333334,Netherlands,28.6,0.2,0.4,0.0,0.1,0.1,0.2,52900.537415322186
14541,2014,99.2095336914063,5.39118137256179,5137232.0,3.84,Norway,26.8,0.1,0.4,0.1,0.1,0.1,0.2,97666.6951838749
14554,2014,83.8526306152344,4.78514009020142,38011735.0,6.63,Poland,32.8,1.1,3.8,0.2,0.4,0.4,1.2,14181.950180309896
14558,2014,51.444938659668,4.45365015553916,10401062.0,3.32,Portugal,35.6,1.5,4.7,0.2,0.5,0.5,1.6,22103.70097033178
14559,2014,46.698299407959,12.0612957960967,6090721.0,0.83,Paraguay,50.7,7.6,22.6,0.6,2.3,2.4,8.2,6629.426518575305
14565,2014,89.0505218505859,3.65325852092211,19908979.0,6.71,Romania,36.0,13.9,29.7,2.5,5.7,7.0,13.3,10031.342152669808
14575,2014,41.088710021972645,19.6990107417261,6209526.0,1.35,El Salvador,41.6,13.7,42.7,0.8,3.8,3.4,15.3,3638.517658191623
14578,2014,86.7260437011719,3.10717491859178,7130576.0,5.52,Serbia,40.5,12.2,28.2,4.3,6.4,6.9,12.9,6600.056186405951
14585,2014,99.3442611694336,6.08529859406317,5418649.0,5.79,Slovak Republic,26.1,1.8,4.8,0.5,0.7,0.7,1.9,18719.98814093679
14586,2014,97.5927124023438,6.82196051910906,2061980.0,4.54,Slovenia,25.7,0.0,0.3,0.0,0.0,0.0,0.1,24247.17331840794
14587,2014,89.4749069213867,5.15931446589109,9696110.0,2.54,Sweden,28.4,0.7,1.1,0.3,0.4,0.5,0.7,60020.36045765724
14608,2014,54.9677581787109,5.69183279813198,78112073.0,2.68,Turkiye,41.2,2.2,12.4,0.0,0.4,0.2,3.5,12020.349659273015
14614,2014,53.3844795227051,7.39740585668143,3391662.0,2.42,Uruguay,40.1,0.8,6.3,0.0,0.2,0.2,1.6,18131.57884656608
14635,2015,87.2148971557617,4.12681470034922,2880703.0,2.885,Albania,32.8,3.7,26.2,0.0,0.7,0.1,6.8,3952.8035841084625
14644,2015,99.5548477172852,5.37756284546725,8642699.0,7.54,Austria,30.5,0.7,1.0,0.6,0.6,0.7,0.7,44195.81759477485
14647,2015,84.3579177856445,6.20055951618006,11274196.0,5.83,Belgium,27.7,0.2,0.2,0.1,0.1,0.1,0.1,41008.29671947197
14658,2015,51.923828125,8.87878422709081,11090085.0,1.13,Bolivia,46.7,8.6,20.5,2.1,4.0,4.6,8.8,2975.648811430625
14659,2015,57.5709915161133,12.4539423731105,205188205.0,2.15,Brazil,51.9,9.3,25.3,1.3,3.4,3.9,9.9,8783.214413107176
14667,2015,97.0939331054688,5.69679930275473,8282396.0,4.73,Switzerland,32.3,0.0,0.1,0.0,0.0,0.0,0.0,83806.44760038376
14678,2015,53.0643005371094,11.596610408711,4895242.0,1.16,Costa Rica,48.4,4.4,14.8,0.6,1.5,1.6,5.1,11529.955173567148
14683,2015,78.6391830444336,4.81592639526197,1187280.0,3.42,Cyprus,34.0,0.1,0.1,0.0,0.0,0.0,0.1,16768.806907256334
14684,2015,99.8076629638672,4.98468926732941,10546059.0,6.67,Czechia,25.9,0.0,0.4,0.0,0.0,0.0,0.1,17829.698322366774
14685,2015,96.7161178588867,3.94692920225668,81686611.0,8.13,Germany,31.4,0.0,0.2,0.0,0.0,0.0,0.1,41103.256436376825
14688,2015,92.0675811767578,3.49101268373796,5683483.0,2.53,Denmark,28.2,0.3,0.4,0.1,0.2,0.2,0.2,53254.85637009154
14689,2015,56.611328125,11.8261360981609,10405832.0,1.58,Dominican Republic,45.2,8.8,30.4,0.6,2.6,2.5,10.6,6838.9367346601975
14697,2015,72.9591369628906,4.98902704069397,97723799.0,1.56,"Egypt, Arab Rep.",31.8,13.2,64.5,0.1,2.3,0.9,20.0,3370.382447160154
14700,2015,74.8149490356445,3.4163321994382,46444832.0,2.98,Spain,36.2,1.5,3.5,0.6,0.8,0.9,1.6,25754.36102944005
14707,2015,83.2034301757813,6.59523492090918,66548272.0,6.13,France,32.7,0.2,0.3,0.1,0.1,0.1,0.2,36652.922305217784
14711,2015,99.812068939209,3.44305898990108,65116219.0,2.61,United Kingdom,33.3,0.5,0.7,0.2,0.2,0.2,0.4,45071.07432348721
14712,2015,96.94400405883788,4.50710591601015,3725276.0,2.67,Georgia,36.5,20.0,56.2,1.2,5.5,4.9,21.3,4014.1122409911104
14719,2015,69.1706924438477,3.30112596768081,10820883.0,4.25,Greece,36.0,2.8,7.8,0.8,1.3,1.4,3.1,18083.877905654743
14731,2015,96.7666091918945,4.54410005508674,9843028.0,6.99,Hungary,30.4,1.3,3.9,0.3,0.6,0.6,1.5,12717.03859700206
14736,2015,48.8020706176758,5.04473675290412,259091970.0,0.98,Indonesia,40.4,35.8,72.9,1.4,10.1,8.3,32.2,3322.5816790765575
14741,2015,86.1611022949219,3.91249200952794,4701957.0,2.92,Ireland,31.8,0.5,0.8,0.3,0.3,0.4,0.5,62053.98443815862
14742,2015,67.68724441528322,11.6151208049467,81790841.0,1.5,"Iran, Islamic Rep.",39.5,4.5,21.9,0.1,1.0,0.7,6.2,4990.9367953769415
14745,2015,89.1813583374023,4.1685711777156,8380100.0,3.03,Israel,39.7,0.7,5.0,0.2,0.4,0.5,1.4,36206.52221716208
14773,2015,93.7850036621094,6.91261389981482,2904910.0,6.97,Lithuania,37.4,1.4,4.8,0.5,0.8,0.7,1.8,14263.964577349489
14775,2015,99.276496887207,5.65483433311722,1977527.0,5.69,Latvia,34.2,1.6,4.9,0.4,0.7,0.7,1.8,13786.456795311366
14780,2015,96.3761825561523,6.47492173094629,2835978.0,5.906666666666666,Moldova,27.0,0.9,17.7,0.0,0.1,0.0,3.3,2749.9130382539497
14789,2015,77.5713577270508,3.19160701114444,445053.0,4.59,Malta,29.4,0.1,0.3,0.1,0.1,0.1,0.1,24921.677898387155
14799,2015,74.2072372436523,9.20074125298712,31068833.0,1.86,Malaysia,41.1,0.4,4.8,0.0,0.1,0.0,1.0,9699.584908732168
14806,2015,89.4881210327148,4.91316916848526,16939923.0,3.49,Netherlands,28.2,0.1,0.4,0.0,0.0,0.1,0.2,45193.403218797095
14807,2015,99.2287826538086,5.39118137256179,5188607.0,3.76,Norway,27.5,0.2,0.4,0.1,0.1,0.2,0.2,74809.96580498967
14814,2015,33.56973139444988,7.34153454702183,210969298.0,0.6,Pakistan,31.3,40.0,83.8,0.7,9.2,5.1,36.1,1282.443025839978
14817,2015,64.73472023010255,7.05717713067493,103031365.0,1.01,Philippines,44.6,27.1,60.1,1.3,7.5,6.5,25.2,2974.296920476294
14820,2015,83.6550807952881,4.78514009020142,37986412.0,6.63,Poland,31.8,0.9,3.4,0.2,0.4,0.4,1.1,12560.051419682042
14824,2015,52.7052001953125,4.45365015553916,10358076.0,3.37,Portugal,35.5,1.2,3.6,0.3,0.5,0.5,1.3,19250.106537685184
14825,2015,49.0656700134277,12.0612957960967,6177950.0,0.78,Paraguay,47.6,7.1,22.6,0.4,2.1,1.9,8.1,5861.389724160927
14831,2015,89.4869079589844,3.65325852092211,19815616.0,6.79,Romania,35.9,12.2,27.4,1.7,4.6,5.3,11.6,8976.955236286069
14841,2015,41.72164535522461,19.6990107417261,6231066.0,1.02,El Salvador,40.6,11.5,40.2,0.5,2.9,2.3,13.5,3761.513680002747
14844,2015,88.642448425293,3.10717491859178,7095383.0,5.58,Serbia,40.5,11.6,27.2,4.0,6.1,6.6,12.1,5588.979443587697
14851,2015,99.2700729370117,6.08529859406317,5423801.0,5.75,Slovak Republic,26.5,1.2,4.3,0.3,0.5,0.7,1.4,16390.8821748507
14852,2015,98.1058120727539,6.82196051910906,2063531.0,4.51,Slovenia,25.4,0.0,0.3,0.0,0.0,0.0,0.0,20890.16643041728
14853,2015,90.019401550293,5.15931446589109,9799186.0,2.44,Sweden,29.2,0.8,1.1,0.3,0.5,0.6,0.7,51545.48360953216
14864,2015,94.5381622314453,7.50945059297779,8524063.0,4.753333333333333,Tajikistan,34.0,25.7,66.4,1.4,7.0,6.1,26.2,970.3625996706946
14874,2015,56.3549003601074,5.69183279813198,79646178.0,2.68,Turkiye,42.9,2.5,13.7,0.1,0.5,0.2,3.8,10851.92010698044
14880,2015,54.103141784668,7.39740585668143,3402818.0,2.43,Uruguay,40.1,0.8,6.0,0.0,0.2,0.1,1.5,16950.75337624316
14881,2015,95.3349685668945,6.30596510151972,320738994.0,2.8,United States,41.2,1.2,2.2,0.9,1.0,1.2,1.4,56762.72945159889
14909,2016,92.7639923095703,5.90080858581463,24190907.0,3.84,Australia,33.7,0.5,1.0,0.3,0.4,0.5,0.6,49876.71237612463
14910,2016,99.5548477172852,5.41143873700726,8736668.0,7.42,Austria,30.8,0.9,1.3,0.6,0.6,0.7,0.9,45307.5878620442
14913,2016,84.7895202636719,6.1607616438426405,11331422.0,5.76,Belgium,27.6,0.1,0.3,0.1,0.1,0.1,0.1,42012.622719102685
14916,2016,41.5008010864258,7.309988980594815,159784568.0,0.79,Bangladesh,32.4,51.6,86.9,2.4,15.0,13.5,42.4,1659.9624889867212
14921,2016,98.1666870117188,6.05894259154195,9469379.0,10.94,Belarus,25.3,0.1,4.6,0.0,0.0,0.0,0.8,5039.776031678973
14925,2016,58.2031097412109,12.00380107681945,206859578.0,2.11,Brazil,53.3,10.6,27.0,1.7,4.1,4.7,11.0,8680.73542054828
14933,2016,96.8901824951172,5.69753397019862,8373338.0,4.69,Switzerland,33.0,0.1,0.1,0.0,0.0,0.0,0.1,82153.07454478883
14944,2016,53.1069602966309,11.2375609157797,4945205.0,1.15,Costa Rica,48.7,4.1,14.2,0.5,1.4,1.3,4.7,11899.813978371856
14949,2016,80.3129577636719,5.081275914903185,1197881.0,3.43,Cyprus,32.9,0.1,0.1,0.0,0.0,0.0,0.1,17569.735322103363
14950,2016,99.8044586181641,4.88008509505434,10566332.0,6.66,Czechia,25.4,0.1,0.7,0.0,0.0,0.0,0.2,18575.23202719146
14951,2016,96.5136413574219,4.2943042402017,82348669.0,8.06,Germany,31.4,0.2,0.2,0.0,0.0,0.0,0.1,42136.12079080027
14954,2016,92.4495697021484,3.503516533472435,5728010.0,2.6,Denmark,28.2,0.3,0.5,0.2,0.2,0.3,0.3,54663.998371919566
14955,2016,67.1670379638672,13.65801114604545,10527592.0,1.44,Dominican Republic,45.7,8.0,28.7,0.6,2.3,2.0,9.8,7191.0697125476645
14966,2016,75.7975234985352,3.51921691197879,46484062.0,2.97,Spain,35.8,1.7,3.5,0.7,1.0,1.1,1.7,26537.1594894549
14973,2016,83.6858291625977,6.47555200695348,66724104.0,6.06,France,31.9,0.1,0.3,0.1,0.1,0.1,0.1,37062.53357238383
14977,2016,99.81331888834636,3.564603198741885,65611593.0,2.57,United Kingdom,33.1,0.5,0.7,0.2,0.3,0.2,0.4,41146.077355524656
14978,2016,97.9518890380859,4.204230964768875,3727505.0,2.74,Georgia,36.6,20.1,56.3,1.2,5.6,4.9,20.9,4062.1269783861326
14985,2016,64.8029022216797,3.605176554229605,10775971.0,4.2,Greece,35.0,2.0,6.4,0.6,0.9,1.0,2.3,17923.96681347212
14997,2016,97.1764984130859,4.340645346918355,9814023.0,7.0,Hungary,30.3,1.9,3.3,0.8,1.1,1.3,1.8,13104.699545745818
15002,2016,43.9723091125488,4.896325801599495,261850182.0,0.99,Indonesia,39.3,33.5,68.3,1.2,9.3,7.5,29.8,3558.8188517428716
15007,2016,86.1611022949219,3.91101313079722,4755335.0,2.96,Ireland,32.8,0.4,0.8,0.1,0.2,0.1,0.4,62895.91112392986
15008,2016,69.8314590454102,11.10939262387545,83306231.0,1.7,"Iran, Islamic Rep.",40.0,4.6,22.0,0.1,1.0,0.7,6.4,5497.243232564921
15010,2016,99.2928466796875,5.692752293399085,335439.0,3.13,Iceland,27.2,0.1,0.2,0.0,0.0,0.0,0.1,61987.926362028265
15011,2016,88.8134129842122,4.202028134011474,8546000.0,2.99,Israel,39.0,1.0,4.0,0.1,0.3,0.2,1.2,37690.47395118594
15022,2016,85.7208404541016,9.790908896375036,51217803.0,11.98,"Korea, Rep.",31.4,0.5,1.2,0.1,0.1,0.2,0.4,29288.8704389833
15039,2016,95.1781692504883,6.172004891324326,2868231.0,6.69,Lithuania,38.4,2.2,4.9,0.7,1.1,1.3,2.2,15008.313244553005
15041,2016,99.238639831543,5.310230584229011,1959537.0,5.72,Latvia,34.3,1.5,4.6,0.3,0.6,0.6,1.6,14331.751588505296
15046,2016,96.45789184570312,6.260091806582166,2803186.0,5.745,Moldova,26.3,1.1,17.7,0.0,0.2,0.1,3.3,2847.63506882245
15050,2016,59.7126693725586,10.3231836295255,121519221.0,1.0,Mexico,47.7,10.7,33.6,0.9,3.2,3.2,12.0,8875.082068761369
15055,2016,78.2185134887695,3.22213226027113,455356.0,4.67,Malta,29.1,0.2,0.3,0.1,0.1,0.1,0.2,25623.855626725024
15072,2016,89.7140426635742,5.339079859739515,17030314.0,3.41,Netherlands,28.2,0.2,0.4,0.0,0.0,0.0,0.1,46039.10592841101
15073,2016,99.2340087890625,5.49473591165774,5234519.0,3.68,Norway,28.5,0.4,0.7,0.2,0.2,0.3,0.4,70867.36099707498
15081,2016,69.4722290039063,9.092403399379124,4026336.0,2.25,Panama,50.4,5.8,14.5,0.4,1.7,1.5,5.8,14382.232381996932
15086,2016,85.3279266357422,4.513011186193619,37970087.0,6.64,Poland,31.2,0.6,2.4,0.1,0.2,0.2,0.8,12378.811764073544
15090,2016,54.1912498474121,4.623682974238335,10325452.0,3.39,Portugal,35.2,0.7,3.6,0.2,0.3,0.4,1.1,19991.97248788111
15091,2016,47.7961006164551,11.58444538821395,6266615.0,0.83,Paraguay,47.9,7.2,23.7,0.3,2.0,1.7,8.1,5759.018333156577
15097,2016,90.0044097900391,3.6442086651736143,19702267.0,6.84,Romania,34.4,8.9,21.8,1.1,3.1,3.2,8.6,9404.380487023243
15107,2016,43.2466316223145,19.39624711220275,6250510.0,1.06,El Salvador,40.0,12.0,38.7,0.6,3.2,2.6,13.4,3870.3129824606312
15110,2016,89.4902420043945,2.740780774010875,7058322.0,5.59,Serbia,38.8,11.0,24.6,4.2,5.9,6.4,11.4,5765.203352480094
15117,2016,99.3035583496094,6.186008198194481,5430798.0,5.78,Slovak Republic,25.2,2.1,4.3,1.2,1.4,1.4,2.2,16563.440497123353
15118,2016,97.6204681396484,7.089452370547745,2065042.0,4.49,Slovenia,24.8,0.0,0.2,0.0,0.0,0.0,0.0,21678.35946706353
15119,2016,90.5436477661133,5.09838660246941,9923085.0,2.34,Sweden,29.6,0.5,0.9,0.2,0.3,0.3,0.5,51965.157153198525
15140,2016,58.8644409179688,5.1799525259012995,81019394.0,2.75,Turkiye,41.9,1.6,11.6,0.0,0.3,0.2,3.1,10734.25646871918
15146,2016,54.9455986022949,7.36654776711789,3413766.0,2.48,Uruguay,39.7,0.7,5.6,0.0,0.1,0.1,1.3,16837.940380304917
15147,2016,95.5852432250977,6.4294630186527,323071755.0,2.77,United States,41.1,1.2,2.0,0.9,1.0,1.0,1.3,57866.74493410914
15153,2016,65.3397903442383,9.08270095881439,93126529.0,2.89,Vietnam,35.3,6.4,27.1,0.2,1.6,1.3,8.3,2760.7171010751945
15176,2017,99.5548477172852,5.41143873700726,8797566.0,7.37,Austria,29.7,0.4,0.7,0.2,0.3,0.3,0.4,47429.15845643909
15179,2017,86.5041732788086,6.1607616438426405,11375158.0,5.66,Belgium,27.4,0.2,0.4,0.1,0.2,0.1,0.2,44198.48239086947
15187,2017,98.1666870117188,6.05894259154195,9458989.0,10.83,Belarus,25.4,0.1,3.3,0.0,0.0,0.0,0.6,5785.534975254523
15190,2017,64.6958389282227,8.790281663914204,11435533.0,1.29,Bolivia,44.6,9.2,21.0,2.1,4.1,4.9,9.1,3280.008213938694
15191,2017,59.1219291687012,12.00380107681945,208504960.0,2.09,Brazil,53.3,11.0,27.1,2.0,4.5,5.3,11.2,9896.717510996716
15199,2017,97.05616912841798,5.69753397019862,8451840.0,4.65,Switzerland,32.7,0.0,0.1,0.0,0.0,0.0,0.0,82254.37692697674
15210,2017,54.16824645996094,11.2375609157797,4993842.0,1.14,Costa Rica,48.3,3.1,12.9,0.4,1.0,1.2,4.1,12118.133618061524
15215,2017,80.5202362060547,5.081275914903185,1208523.0,3.4,Cyprus,31.4,0.1,0.1,0.0,0.0,0.0,0.0,18987.295546341113
15216,2017,99.8279190063477,4.88008509505434,10594438.0,6.63,Czechia,24.9,0.1,0.5,0.0,0.0,0.0,0.1,20636.199952434945
15217,2017,96.40823211669922,4.2943042402017,82657002.0,8.0,Germany,31.9,0.5,1.0,0.2,0.3,0.2,0.6,44652.5891722723
15220,2017,92.99291534423828,3.503516533472435,5764980.0,2.61,Denmark,28.7,0.2,0.3,0.1,0.1,0.1,0.2,57610.09818011355
15221,2017,60.04291152954104,13.65801114604545,10647244.0,1.56,Dominican Republic,42.2,5.4,25.5,0.3,1.4,1.0,7.5,7513.497950785546
15229,2017,72.9591369628906,4.876367771990115,101789386.0,1.43,"Egypt, Arab Rep.",31.5,22.0,72.6,0.4,4.5,2.5,26.2,2439.9672843996723
15232,2017,76.56372222900391,3.51921691197879,46593236.0,2.97,Spain,34.7,1.1,2.5,0.5,0.7,0.7,1.2,28185.32136719716
15233,2017,97.8234634399414,4.30487224148642,1317384.0,4.69,Estonia,30.4,0.6,1.3,0.2,0.3,0.3,0.6,20437.76537673617
15239,2017,84.2147979736328,6.47555200695348,66918020.0,5.98,France,31.6,0.0,0.1,0.0,0.0,0.0,0.0,38781.049487083896
15243,2017,99.7478179931641,3.564603198741885,66058859.0,2.54,United Kingdom,32.6,0.5,0.7,0.2,0.3,0.2,0.4,40622.689388323226
15244,2017,97.5211715698242,4.204230964768875,3728004.0,2.89,Georgia,37.9,20.1,53.9,1.6,6.0,6.2,21.0,4356.9285949639
15251,2017,68.78899002075194,3.605176554229605,10754679.0,4.21,Greece,34.4,1.6,5.3,0.4,0.7,0.9,1.8,18582.08934116332
15263,2017,97.19128799438474,4.340645346918355,9787966.0,7.02,Hungary,30.6,1.5,4.0,0.4,0.6,0.6,1.6,14621.239595675546
15268,2017,49.11213378906248,4.896325801599495,264498852.0,1.04,Indonesia,38.8,29.7,65.3,1.0,7.9,6.6,27.4,3839.785074636732
15273,2017,86.1611022949219,3.91101313079722,4807388.0,2.97,Ireland,31.4,0.3,0.5,0.2,0.2,0.2,0.3,69970.94891457669
15274,2017,69.15565490722659,11.10939262387545,84505076.0,1.56,"Iran, Islamic Rep.",40.8,4.3,20.9,0.1,1.0,0.6,6.1,5758.590727670489
15276,2017,99.50323486328124,5.692752293399085,343400.0,3.06,Iceland,26.1,0.0,0.0,0.0,0.0,0.0,0.0,72010.1490316258
15277,2017,89.0065536499023,4.202028134011474,8713300.0,3.02,Israel,38.2,1.2,4.2,0.2,0.4,0.5,1.4,41114.781708255316
15278,2017,79.42567952473956,3.79277342988784,60536709.0,3.18,Italy,35.9,1.8,3.3,1.1,1.3,1.4,1.9,32406.72031501366
15307,2017,99.31238301595052,5.310230584229011,1942248.0,5.57,Latvia,35.6,1.5,4.5,0.3,0.7,0.8,1.6,15695.115154106015
15312,2017,96.69879531860352,6.260091806582166,2755189.0,5.66,Moldova,25.9,0.7,17.5,0.0,0.1,0.0,3.3,3454.954690391128
15319,2017,68.4875717163086,2.71060983750131,2074502.0,4.28,North Macedonia,34.2,9.2,23.1,1.8,3.8,4.5,9.1,5450.4970352975315
15321,2017,80.01862182617188,3.22213226027113,467999.0,4.49,Malta,29.2,0.2,0.3,0.1,0.1,0.2,0.2,28823.34575928602
15322,2017,42.6302795410156,7.400156895221205,52288341.0,1.04,Myanmar,30.7,19.6,68.2,0.3,4.0,2.0,23.5,1175.202554564269
15338,2017,90.03072662353516,5.339079859739515,17131296.0,3.28,Netherlands,28.5,0.3,0.4,0.1,0.1,0.2,0.2,48675.2223350217
15339,2017,99.2403411865234,5.49473591165774,5276968.0,3.6,Norway,27.0,0.3,0.6,0.2,0.2,0.3,0.3,76131.83840327646
15347,2017,69.4722290039063,9.092403399379124,4096063.0,2.26,Panama,49.9,5.3,14.0,0.8,1.9,2.1,5.5,15185.972481380291
15352,2017,85.8963801066081,4.513011186193619,37974826.0,6.62,Poland,29.7,0.6,1.7,0.2,0.3,0.3,0.6,13815.499946253974
15356,2017,55.180721282959,4.623682974238335,10300300.0,3.39,Portugal,33.8,0.7,2.3,0.2,0.3,0.4,0.8,21490.429863104186
15357,2017,49.92271359761555,11.58444538821395,6355404.0,0.8133333333333334,Paraguay,48.5,5.2,21.0,0.2,1.3,1.0,6.7,6136.058354302842
15363,2017,90.5290374755859,3.6442086651736143,19588715.0,6.89,Romania,36.0,6.7,16.3,1.3,2.9,3.3,6.8,10727.971745736104
15376,2017,89.7998199462891,2.740780774010875,7020858.0,5.61,Serbia,36.2,9.0,21.7,3.3,4.8,5.4,9.6,6292.54654900109
15383,2017,99.2805023193359,6.186008198194481,5439232.0,5.82,Slovak Republic,23.2,1.3,2.7,0.1,0.4,0.2,1.1,17585.197002257122
15384,2017,97.7727813720703,7.089452370547745,2066388.0,4.5,Slovenia,24.2,0.0,0.1,0.0,0.0,0.0,0.0,23514.02546041489
15385,2017,91.0670318603516,5.09838660246941,10057698.0,2.21,Sweden,28.8,0.3,0.8,0.1,0.2,0.2,0.3,53791.508729840265
15406,2017,60.8933181762695,5.1799525259012995,82089826.0,2.81,Turkiye,41.4,1.5,10.9,0.0,0.3,0.1,2.8,10464.007789585949
15413,2017,95.734765625,6.4294630186527,325122128.0,2.87,United States,41.2,1.5,2.0,1.0,1.1,1.2,1.4,59907.754260885005
15436,2018,82.8856201171875,18.57111091964325,9140169.0,1.28,United Arab Emirates,26.0,0.0,0.4,0.0,0.0,0.0,0.1,46722.26871931263
15441,2018,93.4390716552734,5.90080858581463,24966643.0,3.83,Australia,34.3,0.7,1.0,0.4,0.5,0.5,0.6,57206.99066968995
15445,2018,86.01964378356932,6.1607616438426405,11427054.0,5.62,Belgium,27.2,0.1,0.2,0.1,0.1,0.1,0.1,47544.98114727488
15456,2018,64.6958389282227,8.790281663914204,11606905.0,1.23,Bolivia,42.6,7.7,19.1,1.3,3.0,3.3,7.8,3471.0069506501086
15457,2018,60.0145111083984,12.00380107681945,210166592.0,2.1166666666666667,Brazil,53.9,10.9,26.7,2.0,4.5,5.3,11.1,9121.020092499572
15465,2018,97.0852584838867,5.69753397019862,8514329.0,4.63,Switzerland,33.1,0.0,0.2,0.0,0.0,0.0,0.1,85216.64295141696
15476,2018,54.5584602355957,11.2375609157797,5040734.0,1.11,Costa Rica,48.0,4.0,13.9,0.6,1.4,1.5,4.8,12383.149946951911
15481,2018,81.7732315063477,5.081275914903185,1218831.0,3.4166666666666665,Cyprus,32.7,0.1,0.2,0.0,0.0,0.0,0.1,21001.518004282792
15482,2018,99.81241798400885,4.88008509505434,10629928.0,6.62,Czechia,25.0,0.0,0.2,0.0,0.0,0.0,0.1,23424.480460185525
15483,2018,96.3322525024414,4.2943042402017,82905782.0,8.063333333333334,Germany,31.8,0.2,0.2,0.0,0.0,0.0,0.1,47939.27828844953
15486,2018,93.8091125488281,3.503516533472435,5793636.0,2.43,Denmark,28.2,0.2,0.3,0.1,0.2,0.2,0.2,61591.92886989586
15487,2018,61.8891830444336,13.65801114604545,10765531.0,1.5266666666666666,Dominican Republic,43.7,4.2,22.2,0.2,0.9,0.8,6.3,7947.159353865703
15498,2018,77.7223587036133,3.51921691197879,46797754.0,2.97,Spain,34.7,1.2,2.7,0.6,0.8,0.8,1.3,30379.721112641644
15499,2018,97.8234634399414,4.30487224148642,1321977.0,4.57,Estonia,30.3,0.5,1.1,0.2,0.3,0.2,0.5,23165.84947864335
15505,2018,84.17492866516116,6.47555200695348,67158348.0,5.91,France,32.4,0.1,0.1,0.0,0.0,0.0,0.1,41557.85485888679
15509,2018,99.77520751953124,3.564603198741885,66460344.0,2.5,United Kingdom,33.7,0.5,0.7,0.3,0.4,0.5,0.5,43306.308304931736
15517,2018,69.21184794108073,3.605176554229605,10732882.0,4.2,Greece,32.9,0.3,3.7,0.1,0.1,0.1,0.8,19756.990456254614
15529,2018,97.37484486897785,4.340645346918355,9775564.0,7.01,Hungary,29.6,0.7,2.8,0.1,0.2,0.2,1.0,16425.20502996932
15534,2018,50.9141387939453,4.896325801599495,267066843.0,1.0033333333333332,Indonesia,38.4,26.4,62.8,0.8,6.7,5.4,25.5,3902.661675426926
15539,2018,86.1611022949219,3.91101313079722,4867316.0,2.97,Ireland,30.6,0.1,0.1,0.0,0.0,0.0,0.1,79250.38785176698
15540,2018,69.8314590454102,11.10939262387545,85617562.0,1.586666666666667,"Iran, Islamic Rep.",42.0,4.6,22.1,0.2,1.1,0.9,6.5,3829.829855069373
15543,2018,89.1813583374023,4.202028134011474,8882800.0,2.98,Israel,38.6,1.0,3.2,0.2,0.4,0.5,1.0,42406.8454263606
15544,2018,80.32632064819336,3.79277342988784,60421760.0,3.14,Italy,35.2,2.1,3.2,1.0,1.3,1.5,2.0,34622.16966647347
15573,2018,99.257568359375,5.310230584229011,1927174.0,5.49,Latvia,35.1,0.9,3.0,0.2,0.4,0.4,1.1,17865.031094763886
15582,2018,63.2359199523926,10.3231836295255,124013861.0,0.98,Mexico,46.7,9.4,31.1,0.7,2.8,2.6,10.7,9857.007487422152
15585,2018,68.4875717163086,2.71060983750131,2076217.0,4.346666666666667,North Macedonia,33.0,7.1,20.8,1.2,2.8,3.4,7.8,6108.739131364544
15587,2018,82.1786727905273,3.22213226027113,484630.0,4.583333333333333,Malta,28.7,0.2,0.3,0.1,0.1,0.1,0.2,31566.35810927409
15591,2018,76.2942504882813,11.4723648975093,3163991.0,7.333333333333333,Mongolia,32.7,6.9,38.3,0.1,1.3,0.7,10.9,4165.022820817506
15597,2018,75.49260711669919,8.809581431653289,32399271.0,1.7866666666666668,Malaysia,41.2,0.2,3.4,0.0,0.0,0.0,0.6,11073.978594300625
15604,2018,90.3683166503906,5.339079859739515,17231624.0,3.17,Netherlands,28.1,0.2,0.4,0.1,0.1,0.1,0.2,53044.532435224384
15605,2018,99.22284126281735,5.49473591165774,5311916.0,3.53,Norway,27.6,0.3,0.5,0.2,0.2,0.3,0.3,82792.84271133052
15612,2018,19.9216003417969,7.16885406587733,219731479.0,0.62,Pakistan,29.6,39.8,84.5,0.6,9.0,4.9,36.3,1620.7425960250964
15613,2018,69.4722290039063,9.092403399379124,4165255.0,2.27,Panama,49.2,4.4,12.5,0.4,1.4,1.4,4.7,16156.074294281883
15618,2018,86.91825485229495,4.513011186193619,37974750.0,6.54,Poland,30.2,0.4,1.4,0.1,0.2,0.2,0.5,15504.50893721452
15622,2018,54.3030204772949,4.623682974238335,10283822.0,3.45,Portugal,33.5,0.7,2.1,0.2,0.3,0.3,0.8,23562.554522818755
15623,2018,50.1185607910156,11.58444538821395,6443328.0,0.8049999999999999,Paraguay,46.0,5.8,19.6,0.3,1.6,1.4,6.6,6242.961502395377
15642,2018,89.93006324768068,2.740780774010875,6982604.0,5.593333333333334,Serbia,35.0,5.9,17.2,1.5,2.7,2.9,6.6,7252.403667671646
