,Year,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","Inflation, consumer prices (annual %)",GDP (current US$),"Cause of death, by injury (% of total)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Population, total","Unemployment, total (% of total labor force) (modeled ILO estimate)","Hospital beds (per 1,000 people)","Life expectancy at birth, total (years)","Physicians (per 1,000 people)",Country Name,Gini index,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty gap at $2.15 a day (2017 PPP) (%),Poverty gap at $3.65 a day (2017 PPP) (%),Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty gap at $6.85 a day (2017 PPP) (%),GDP per capita
13921,2012,66.61339569091797,0.5135349929332735,1.50152696177748,242029307133.408,3.146085112067145,2.277089953422545,22.255849838256836,11045011.0,24.44,4.45,80.6341463414634,5.9213,Greece,36.3,2.8,7.2,0.6,1.3,1.5,2.9,21912.998287951727
13933,2012,98.2855682373047,0.6385466655095421,5.65214517088651,128814279315.132,5.028018122401085,8.308993180592854,21.0102405548096,9920362.0,11.0,7.0,75.0634146341463,3.1062,Hungary,30.8,1.0,7.8,0.2,0.3,0.3,1.9,12984.836573013365
13938,2012,45.71714210510253,0.0321299992501736,4.27949999641976,917869913365.243,5.32600158064744,0.5404600203037265,8.320995092391968,250222695.0,4.47,0.83,68.973,0.2007,Indonesia,40.5,46.1,78.5,2.3,14.1,13.7,38.1,3668.212083501231
13943,2012,82.2689514160156,0.792490005493164,1.69620897294545,225628699652.993,4.48375470533,9.20796012878418,31.8034992218018,4599533.0,15.45,2.54,80.8463414634146,3.9423,Ireland,33.2,0.7,1.3,0.1,0.3,0.3,0.6,49054.697434064066
13947,2012,86.1581115722656,1.4294999837875366,1.67920719398055,262282344091.849,4.698293490021564,12.472763379414866,44.6699714660645,7910500.0,6.86,3.1,81.7048780487805,3.4997,Israel,41.6,1.5,6.7,0.3,0.6,0.7,2.1,33156.22831576373
13954,2012,95.6928405761719,0.03192999958992,2.76844236540948,6605142864.372,9.3926006041597,15.4475898742676,17.6226501464844,5607200.0,3.027,4.64,70.0024390243902,2.2623,Kyrgyz Republic,27.4,20.0,73.3,0.7,4.2,2.6,25.3,1177.9752575923812
13958,2012,82.16247558593754,0.6753550171852115,2.18707104433313,1278427634342.59,11.5225716233636,3.994189977645875,34.543240229288735,50199853.0,2.81,10.25,80.819512195122,2.0798,"Korea, Rep.",31.6,0.7,1.7,0.1,0.3,0.2,0.7,25466.760517059483
13975,2012,91.415168762207,0.506733347972234,3.08998277055416,42927454291.478,7.94538957939705,13.60163497924805,29.3347702026367,2987773.0,13.36,7.45,73.8634146341464,4.1384,Lithuania,35.1,2.0,7.0,0.7,0.9,0.9,2.4,14367.70942487197
13977,2012,98.9310073852539,0.5320499936739603,2.25778924374594,28169902669.3784,6.09902241547557,11.18135499954225,27.2100105285645,2034319.0,15.05,5.89,73.7780487804878,3.0913,Latvia,35.2,2.8,10.4,0.5,1.0,1.1,3.4,13847.337939319448
13982,2012,95.0330429077148,0.11013666540384293,4.54633427355305,8709138767.2078,7.2405716067240755,0.7476466496785483,32.61395835876465,2860324.0,5.58,6.23,69.143,2.4135,Moldova,29.2,2.3,25.9,0.0,0.4,0.1,5.9,3044.8084787624757
13986,2012,58.0119209289551,0.13412750139832477,4.11150981070293,1201093787127.42,11.254109459086749,1.4815299808979052,16.3126907348633,115755909.0,4.89,1.03,74.574,2.1118,Mexico,48.7,12.2,35.4,1.2,3.8,3.8,13.2,10376.090495107424
13991,2012,73.2910614013672,0.2643466691176097,2.37582057760382,9461826174.02344,3.331855686281005,4.29094664255778,13.9905500411987,420028.0,6.2,4.71,80.7463414634146,2.3566,Malta,29.4,0.3,0.4,0.0,0.1,0.1,0.2,22526.655780146655
14008,2012,89.8591079711914,0.5608433485031127,2.45554765291609,838923319919.531,4.553269485969805,10.452956835428866,29.2833499908447,16754962.0,5.82,3.75,81.1048780487805,3.2463,Netherlands,27.6,0.1,0.2,0.0,0.1,0.1,0.1,50070.14160459039
14009,2012,99.48885955810547,0.9156050086021426,0.696864111498241,512777309840.997,5.420070350371605,9.901975154876714,33.21709251403808,5018573.0,3.12,3.97,81.4512195121951,4.236,Norway,25.7,0.2,0.3,0.1,0.1,0.1,0.2,102175.91929837366
14017,2012,61.490291595459,0.255290001630783,5.69819940307865,40429700000.0,10.88602180134541,2.37209010124207,21.3589096069336,3754862.0,3.717,2.33,76.819,1.5979,Panama,51.7,8.7,18.8,1.1,3.1,3.5,8.0,10767.293178817225
14022,2012,82.2974166870117,0.550460010766983,3.56037151702788,495230574356.743,5.4111721196195,18.33111000061035,21.7925491333008,38063164.0,10.09,6.63,76.7463414634146,2.2242,Poland,33.0,0.7,4.3,0.1,0.3,0.2,1.2,13010.756918598332
14026,2012,47.2301597595215,0.46951499581337,2.77333854051579,216224240577.957,4.35284471492313,13.729065418243401,15.2353897094727,10514844.0,15.53,3.41,80.3731707317073,4.2361,Portugal,36.0,1.5,5.5,0.4,0.6,0.7,1.9,20563.713601262843
14027,2012,42.6785202026367,0.0525100007653236,3.6759189797449,33296438408.8556,12.3529019868978,4.60771989822388,10.8557195663452,5923322.0,4.09,1.114,72.454,1.2774,Paraguay,47.6,10.2,27.0,0.9,3.2,3.3,10.4,5621.244026385126
14033,2012,88.9144134521484,0.0810699984431267,3.33492267693443,179132893143.417,4.04442330649708,9.26996040344238,13.2501697540283,20058035.0,6.79,6.6,74.4121951219512,2.5887,Romania,36.5,12.8,33.6,2.2,5.2,6.2,13.5,8930.72991164972
14046,2012,86.07316207885742,0.3511499986052512,7.33038589596636,43309252921.0567,3.29628637409932,1.58804999291897,17.738668441772464,7199077.0,24.0,5.44,74.8365853658537,2.4961,Serbia,39.9,10.2,25.0,2.9,4.9,5.3,10.6,6015.945227569688
14053,2012,99.3027725219727,0.7572966615358981,3.60610263522886,94623731085.6106,5.69482990552947,16.129556337992366,17.1679096221924,5407579.0,13.96,5.91,76.109756097561,3.3598,Slovak Republic,26.1,1.1,4.5,0.2,0.4,0.4,1.4,17498.353900259357
14054,2012,96.8689804077148,1.69505000114441,2.5974138603901,46577793184.0031,7.33255210813689,13.85380983352665,23.6669502258301,2057159.0,8.84,4.54,80.1243902439024,2.5406,Slovenia,25.6,0.0,0.3,0.0,0.0,0.0,0.1,22641.805122502974
14055,2012,88.334358215332,1.1827933390935266,0.8883775069237,552483727282.802,4.990884779030055,10.627693176269533,29.9020690917969,9519374.0,7.98,2.66,81.7048780487805,3.9586,Sweden,27.6,0.6,1.2,0.4,0.4,0.5,0.6,58037.82131921721
14076,2012,51.1371307373047,0.3443233370780943,8.89156996512164,880555912745.582,5.39842011797903,1.6483933130900101,13.3758897781372,75277439.0,8.15,2.66,75.678,1.7384,Turkiye,40.2,3.2,14.8,0.0,0.6,0.1,4.4,11697.474362080544
14106,2013,70.7103881835938,2.53628993034363,1.10111836375709,400218529748.128,23.5916068498346,15.6931295394897,34.8598899841309,8751847.0,2.032,1.15,78.853,1.7413,United Arab Emirates,32.5,0.0,0.0,0.0,0.0,0.0,0.0,45729.60767574296
14112,2013,99.5548477172852,0.8287566701571146,2.00015616900603,430190979705.965,5.40540698866054,10.764586766560868,18.6053695678711,8479823.0,5.34,7.64,81.1365853658537,4.9744,Austria,30.8,0.4,0.7,0.2,0.3,0.3,0.4,50731.12725418503
14115,2013,81.5879364013672,0.53439998626709,1.11309594027537,521791015247.064,6.211664640783519,12.3793001174927,30.5247802734375,11159407.0,8.43,5.93,80.5878048780488,2.9585,Belgium,27.7,0.2,0.5,0.1,0.1,0.1,0.2,46757.95185596009
14126,2013,51.923828125,0.251570001244545,5.73640023719613,30659338885.6729,9.121431773520971,1.4216749668121351,25.326609611511202,10743349.0,2.44,1.12,67.021,0.8319000000000001,Bolivia,47.6,9.3,21.8,2.3,4.4,5.2,9.4,2853.7971619159816
14127,2013,55.8442993164063,0.204339995980263,6.204310666401,2472819362259.0,12.805717052335751,0.764900028705597,12.6315698623657,201721767.0,7.07,2.25,73.918,1.882,Brazil,52.7,9.5,25.7,1.3,3.4,3.7,10.0,12258.564849171682
14135,2013,96.55035146077478,2.9269634087880436,-0.217323155115639,706234937370.968,5.6852903582205006,18.716999689737964,33.92062218983968,8089346.0,4.75,4.85,82.7975609756098,4.0303,Switzerland,32.5,0.0,0.1,0.0,0.0,0.0,0.0,87304.33058135578
14151,2013,79.6970520019531,0.535179972648621,-0.399357676464408,23959708956.2928,5.270300515903925,10.153580029805486,34.2331199645996,1166968.0,15.87,3.41,80.402,2.4076,Cyprus,37.0,0.2,0.3,0.0,0.1,0.1,0.1,20531.590374622785
14152,2013,99.7996520996094,0.5858866572380067,1.43829787234043,211685616592.931,5.247882521396885,15.199336369832366,18.2811603546143,10514272.0,6.95,6.7,78.1756097560976,3.6628,Czechia,26.5,0.1,0.7,0.0,0.0,0.0,0.1,20133.169143135256
14153,2013,96.6717910766602,1.2911833127339667,1.50472330251883,3733804649549.06,3.90739535899718,11.096793174743667,26.0114803314209,80645605.0,5.23,8.28,80.490243902439,4.0087,Germany,31.5,0.0,0.2,0.0,0.0,0.0,0.1,46298.92291773445
14156,2013,99.5849380493164,0.7419950067996981,0.789071780078061,343584391647.927,3.528285783779555,10.845890045166,32.9676818847656,5614932.0,7.38,3.07,80.3,3.8335,Denmark,28.5,0.3,0.6,0.3,0.3,0.3,0.4,61191.19370420283
14157,2013,55.2390403747559,0.0,4.830950967408,62682158700.2885,12.82581644870505,1.19762003421783,10.8585901260376,10157051.0,7.35,1.79,72.713,1.5268,Dominican Republic,47.7,13.7,40.5,0.8,3.7,3.0,14.7,6171.295063920473
14168,2013,71.73098246256511,0.687120020389557,1.40858109183012,1355579535912.56,3.51312967279382,12.5373201370239,27.86139488220213,46620045.0,26.09,2.96,83.0780487804878,3.7857,Spain,36.2,1.7,3.8,0.7,1.0,1.1,1.7,29077.18205575649
14175,2013,81.5009994506836,0.7606200178464254,0.863715497861826,2811876903329.05,6.76717417600158,8.740596453348799,27.1911201477051,66002289.0,9.92,6.28,82.219512195122,3.1811,France,32.5,0.1,0.2,0.0,0.1,0.1,0.1,42602.71796526708
14179,2013,99.8322906494141,0.916410028934479,2.29166666666666,2786315215249.95,3.39179412251166,8.57874011993408,37.8567390441895,64128273.0,7.52,2.76,81.0048780487805,2.6774,United Kingdom,32.7,0.2,0.5,0.2,0.2,0.2,0.3,43449.09171731399
14180,2013,96.7516148885091,0.3164033393065137,-0.512058410947118,17190068235.7892,4.614172527217335,27.624600092570002,31.304360071818035,3717668.0,19.42,2.59,72.628,4.5145,Georgia,38.6,25.3,60.0,2.1,7.9,8.1,24.7,4623.884713693961
14187,2013,66.1607723236084,0.5128499865531924,-0.921269454256898,238907690051.132,3.146085112067145,2.3238232930501304,21.992029666900628,10965211.0,27.47,4.24,81.2853658536585,5.9342,Greece,36.1,2.6,8.3,0.3,0.9,1.0,2.9,21787.787763603636
14199,2013,98.3937377929688,0.502839982509613,1.73319984983107,135684315697.713,5.028018122401085,7.5486102104187,21.4570903778076,9893082.0,10.18,7.04,75.5658536585366,3.2284,Hungary,31.5,0.9,7.3,0.0,0.2,0.2,1.8,13715.07035903604
14204,2013,46.137584686279276,0.036854999139905004,6.41251330156414,912524136718.018,5.32600158064744,0.5431833465894067,8.79502511024475,253275918.0,4.34,0.99,69.264,0.20466666666666666,Indonesia,40.8,43.6,76.2,1.8,12.7,11.2,36.1,3602.8855168062914
14209,2013,82.2689514160156,0.792490005493164,0.508714869485436,238340859896.939,4.48375470533,9.20796012878418,31.8034992218018,4623816.0,13.73,2.56,80.9487804878049,3.9347,Ireland,33.5,1.0,1.5,0.5,0.6,0.7,0.9,51546.3547634549
14210,2013,67.731201171875,0.298920005559921,36.6030355191028,492775566435.176,13.30901495363985,3.20938992500305,21.3142108917236,78458928.0,10.6,1.5,74.449,1.3285,"Iran, Islamic Rep.",37.4,2.8,18.8,0.1,0.5,0.3,4.8,6280.681867526612
14213,2013,88.427131652832,1.43874001502991,1.57025539211264,297732778479.129,4.698293490021564,12.0860500335693,45.4160499572754,8059500.0,6.21,3.09,82.0560975609756,3.4788,Israel,40.2,1.0,5.2,0.2,0.4,0.5,1.6,36941.84235735828
14241,2013,92.2894592285156,0.442750006914139,1.04747937065349,46523420074.4372,7.94538957939705,13.548693339029967,29.8839302062988,2957689.0,11.77,7.31,73.9146341463415,4.2042,Lithuania,35.3,2.0,5.8,0.5,0.8,0.7,2.1,15729.652466651227
14243,2013,98.9774017333984,0.46900999546051,-0.0294547782578977,30204783461.8488,6.09902241547557,11.321843465169266,29.2403507232666,2012647.0,11.87,5.8,73.9829268292683,3.1408,Latvia,35.5,2.5,8.1,0.6,1.1,1.2,2.9,15007.491856171897
14248,2013,95.4942779541016,0.063740000128746,4.59787897363129,9496717700.89855,7.2405716067240755,0.56878000497818,33.080509185791,2859558.0,5.1,5.83,69.099,2.5028,Moldova,28.5,1.6,21.1,0.0,0.2,0.0,4.4,3321.043916891544
14257,2013,75.6393890380859,0.269030004739761,1.18028436366548,10550968138.9413,3.331855686281005,4.2361102104187,16.1370391845703,425967.0,6.11,4.78,81.7463414634146,2.4595,Malta,28.8,0.0,0.2,0.0,0.0,0.0,0.1,24769.449602765704
14267,2013,71.21147918701169,0.258500009775162,2.10501231233614,323276281683.441,9.74396654441426,1.58956003189087,18.8380794525146,30134807.0,3.16,1.794,75.035,1.5921,Malaysia,41.3,0.6,6.6,0.0,0.1,0.0,1.4,10727.670553305385
14274,2013,89.4114608764648,0.554610013961792,2.50689852657884,877172824534.519,4.553269485969805,10.0669403076172,29.8791599273682,16804432.0,7.24,3.61,81.3048780487805,3.3058,Netherlands,28.1,0.2,0.3,0.0,0.1,0.1,0.1,52198.89756074582
14275,2013,99.39506072998049,0.9425566792488101,2.12048620353119,526014468085.106,5.420070350371605,10.097819964090975,34.577552795410156,5079623.0,3.42,3.86,81.7512195121951,4.3063,Norway,26.4,0.2,0.4,0.1,0.1,0.1,0.2,103553.84013441668
14282,2013,35.4273300170898,0.490139991044998,7.6921561189957,231218467669.571,7.554751711732704,1.73292994499207,7.9913501739502,205337562.0,2.95,0.6,65.15,0.8771,Pakistan,29.5,44.6,86.5,1.1,11.1,7.4,39.2,1126.0407760640064
14283,2013,61.490291595459,0.255290001630783,4.02716053442986,45599900000.0,10.88602180134541,2.37209010124207,21.3589096069336,3821556.0,3.703,2.3,77.038,1.5821,Panama,51.5,7.0,18.2,0.6,2.2,2.2,7.0,11932.286220586588
14288,2013,83.1423492431641,0.53396999835968,0.99198260633235,515762008468.811,5.4111721196195,17.9176807403564,22.7990798950195,38040196.0,10.33,6.61,77.0,2.234,Poland,33.1,0.9,3.9,0.2,0.4,0.4,1.2,13558.342561347765
14292,2013,49.2851486206055,0.4780266682306927,0.27441666666668,226433858005.716,4.35284471492313,13.917867024739566,15.8727903366089,10457295.0,16.19,3.39,80.7219512195122,4.3932,Portugal,36.2,1.8,5.4,0.4,0.7,0.9,2.0,21653.195975222658
14293,2013,46.663818359375,0.187319993972778,2.68385738718593,38651334593.0289,12.3529019868978,7.09730005264282,13.665060043335,6005652.0,4.38,1.02,72.757,1.2774,Paraguay,47.9,6.8,23.3,0.6,2.1,1.8,8.0,6435.8265502278355
14299,2013,89.4360809326172,0.0810699984431267,3.98471235548128,189789277576.061,4.04442330649708,9.26996040344238,13.5286197662354,19983693.0,7.1,6.67,75.0634146341463,2.624,Romania,36.9,15.1,32.8,2.3,5.7,6.6,14.2,9497.207426878556
14309,2013,41.037971496582,0.0388000011444092,0.7576691845229,21990960000.0,20.07335587747165,0.263790011405945,10.1643600463867,6185642.0,3.69,1.07,71.771,1.5662,El Salvador,43.4,14.2,42.7,0.9,4.0,3.6,15.6,3555.1620995848125
14312,2013,85.7873001098633,0.283309996128082,7.69426362896666,48394239474.6762,3.29628637409932,0.76172000169754,18.215030670166,7164132.0,22.15,5.5,75.1853658536585,2.4945,Serbia,39.5,11.6,28.3,3.2,5.5,5.8,12.0,6755.073674616297
14319,2013,99.2826919555664,0.700447499752044,1.40047368963031,98935222174.8611,5.69482990552947,16.50544476509095,17.8810997009277,5413393.0,14.22,5.8,76.4121951219512,3.3855,Slovak Republic,28.1,1.2,4.1,0.2,0.4,0.3,1.5,18276.009551654774
14320,2013,97.1484069824219,1.8974466323852532,1.76920085881896,48415657264.8762,7.33255210813689,14.120683352152534,24.8217792510986,2059953.0,10.1,4.55,80.3219512195122,2.6252,Slovenia,26.2,0.1,0.4,0.0,0.0,0.0,0.1,23503.282485025724
14321,2013,88.9272308349609,1.15891003608704,-0.0442929701486557,586841821796.891,4.990884779030055,10.3831796646118,30.5116901397705,9600379.0,8.05,2.59,81.9560975609756,4.0365,Sweden,28.8,0.8,1.3,0.5,0.6,0.7,0.8,61126.94319639787
14342,2013,52.6753196716309,0.343560010194778,7.49309030547697,957798998031.277,5.39842011797903,1.5528199672699,14.8832502365112,76576117.0,8.73,2.65,76.297,1.7619,Turkiye,40.2,2.7,13.8,0.1,0.6,0.3,3.8,12507.803157886381
14348,2013,52.3144111633301,0.0611100010573864,8.57513504005395,61337620935.5305,7.051313872168345,1.40601003170013,11.7874202728271,3381180.0,6.44,2.49,77.24,3.9558,Uruguay,40.5,1.1,7.4,0.0,0.2,0.2,1.9,18140.891918067213
14369,2014,86.2205581665039,0.0896200016140938,1.62586504402607,13228147516.1168,4.12681470034922,11.437505245208751,12.451145172119102,2889104.0,18.05,2.8833333333333333,78.407,1.2459250000000002,Albania,34.6,9.7,38.7,0.1,2.1,1.0,12.5,4578.63320812155
14377,2014,91.8276672363281,1.13743996620178,2.48792270531403,1467589901175.46,5.85702495846548,6.36214017868042,39.5234184265137,23475686.0,6.08,3.79,82.3,3.4314,Australia,34.4,0.7,1.0,0.4,0.4,0.5,0.6,62515.31483150098
14378,2014,99.5548477172852,0.839569985866547,1.60581182954471,442584815286.027,5.37756284546725,10.4381103515625,26.2802200317383,8546356.0,5.62,7.58,81.490243902439,5.0359,Austria,30.5,0.3,0.7,0.1,0.2,0.2,0.4,51786.3771747897
14381,2014,82.3405303955078,0.49465999007225,0.340002833356965,535390200131.009,6.20055951618006,13.4917602539063,31.5528507232666,11209057.0,8.52,5.85,81.2878048780488,2.9723,Belgium,28.1,0.1,0.3,0.1,0.1,0.1,0.1,47764.071512082504
14392,2014,51.923828125,0.251570001244545,5.7666007457914,32996188017.3661,8.87878422709081,1.4216749668121351,25.326609611511202,10916987.0,2.02,1.15,67.163,1.0290333333333332,Bolivia,47.8,9.0,20.2,1.9,3.8,4.3,8.7,3022.462884435614
14393,2014,56.3307189941406,0.21085000038147,6.32904015516142,2456043766063.5,12.4539423731105,0.78574001789093,13.1573696136475,203459650.0,6.76,2.22,74.306,1.9654333333333334,Brazil,52.0,8.6,24.3,1.1,3.1,3.3,9.2,12071.404654748498
14401,2014,97.0206527709961,2.97441005706787,-0.0132025387515987,726537808338.0,5.69679930275473,18.1987590789795,35.6050109863281,8188649.0,4.83,4.73,83.1975609756098,4.1171,Switzerland,32.5,0.0,0.1,0.0,0.0,0.0,0.1,88724.99094026377
14417,2014,78.9592819213867,0.616890013217926,-1.35498885446312,23225912183.4988,4.81592639526197,9.50104999542236,35.2161903381348,1176995.0,16.09,3.42,80.771,2.4993,Cyprus,35.6,0.2,0.4,0.1,0.1,0.1,0.2,19733.22926902731
14418,2014,99.8154830932617,0.504239976406097,0.343988589646784,209358834156.329,4.98468926732941,14.7503499984741,18.9672508239746,10525347.0,6.11,6.68,78.8243902439024,3.9345,Czechia,25.9,0.1,0.8,0.0,0.0,0.0,0.2,19890.919905664774
14419,2014,96.7991485595703,1.26112997531891,0.90679400043421,3889093051023.45,3.94692920225668,10.7488899230957,24.8727207183838,80982500.0,4.98,8.23,81.090243902439,4.0846,Germany,30.9,0.2,0.2,0.0,0.0,0.0,0.1,48023.86998454543
14422,2014,91.4856109619141,0.7419950067996981,0.564020540449518,352993631617.708,3.49101268373796,10.0998201370239,33.294189453125,5643475.0,6.93,2.69,80.7,3.8632,Denmark,28.4,0.2,0.7,0.1,0.1,0.2,0.3,62548.98473329075
14423,2014,56.3503684997559,0.0,2.99864226125217,67179956264.9383,11.8261360981609,1.19762003421783,11.7863502502441,10282115.0,6.72,1.79,72.867,1.5268,Dominican Republic,44.3,10.9,34.8,0.8,3.1,3.4,12.4,6533.6709679806445
14434,2014,73.7143478393555,0.687120020389557,-0.151114837527181,1371820537888.6,3.4163321994382,12.5373201370239,28.9789295196533,46480882.0,24.44,2.97,83.2292682926829,3.7767,Spain,36.1,1.5,3.3,0.5,0.7,0.8,1.5,29513.651180040004
14441,2014,82.6331634521484,0.712890028953552,0.507758822937957,2855964488590.14,6.59523492090918,8.35151958465576,28.5274600982666,66312067.0,10.29,6.2,82.719512195122,3.1941,France,32.3,0.0,0.2,0.0,0.0,0.0,0.1,43068.54872417323
14445,2014,99.8598480224609,0.88425999879837,1.45112016293279,3065223279583.79,3.44305898990108,8.78437042236328,38.9803009033203,64602298.0,6.11,2.73,81.3048780487805,2.7149,United Kingdom,33.1,0.5,0.5,0.2,0.3,0.2,0.4,47447.58893226662
14446,2014,96.7086486816406,0.301580011844635,3.06881210379542,17627336228.0536,4.50710591601015,27.421989440918,30.8818302154541,3719414.0,17.44,2.89,73.099,4.7754,Georgia,37.6,22.0,57.0,1.6,6.4,6.1,22.3,4739.277807755093
14453,2014,67.5204162597656,0.540329992771149,-1.31226096405516,235458133124.604,3.30112596768081,2.40397000312805,23.0271892547607,10892413.0,26.49,4.24,81.3853658536585,5.9717,Greece,35.8,2.9,7.7,0.8,1.4,1.5,3.2,21616.71000949046
14456,2014,24.8188199996948,0.0415299981832504,3.41836169662962,57852150564.52,15.2702954374445,0.363940000534058,8.53061008453369,15306316.0,2.72,0.62,71.964,0.28,Guatemala,48.3,25.9,55.4,2.7,8.8,9.5,24.1,3779.6260422507935
14465,2014,96.6406173706055,0.659240007400513,-0.227566270988384,141033843265.669,4.54410005508674,8.47980976104736,20.8776302337646,9866468.0,7.73,6.98,75.7634146341463,3.3443,Hungary,30.9,1.1,5.4,0.5,0.7,0.7,1.7,14294.258418075142
14470,2014,47.2939186096191,0.036854999139905004,6.39492540819922,890814755511.291,5.04473675290412,0.564450025558472,8.65480041503906,256229761.0,4.05,0.94,69.533,0.28373333333333334,Indonesia,40.2,40.5,74.9,1.5,11.4,9.3,34.3,3476.6248543286547
14475,2014,84.81540298461915,0.8901650011539459,0.182542316627949,259170903647.532,3.91249200952794,10.29230499267579,34.2299604415894,4657740.0,11.86,2.57,81.3487804878049,3.0321,Ireland,31.9,0.5,1.2,0.3,0.4,0.4,0.6,55643.05943387394
14476,2014,68.479850769043,0.286390006542206,16.6065532357449,460382791488.626,11.6151208049467,3.63906002044678,21.729959487915,79961672.0,10.68,1.5,74.782,1.5044,"Iran, Islamic Rep.",38.8,4.4,21.1,0.1,1.1,0.8,6.2,5757.543332618482
14479,2014,88.8317489624023,1.40883994102478,0.479786761439352,314330061977.263,4.1685711777156,12.5802602767944,46.790470123291,8215700.0,5.89,3.08,82.1536585365854,3.4612,Israel,39.8,1.2,5.5,0.2,0.4,0.5,1.6,38259.68109561729
14490,2014,85.7208404541016,0.771870017051697,1.27477446401322,1484318219633.63,10.3210205864257,4.44513988494873,40.3022689819336,50746659.0,3.08,11.59,81.7219512195122,2.207,"Korea, Rep.",31.2,0.5,1.5,0.1,0.2,0.2,0.5,29249.57522097425
14507,2014,93.0639724731445,0.468670010566711,0.103758009433715,48533659592.1728,6.91261389981482,13.1971502304077,29.501896540323866,2932367.0,10.7,7.26,74.5170731707317,4.2507,Lithuania,37.7,2.7,6.3,0.7,1.2,1.3,2.5,16551.01820207798
14509,2014,99.4220123291016,0.584519982337952,0.620490636732377,31386896487.0402,5.65483433311722,10.7552900314331,28.7276401519775,1993782.0,10.85,5.66,74.1243902439024,3.1724,Latvia,35.1,1.9,7.1,0.4,0.8,0.8,2.5,15742.391338190533
14514,2014,96.1719436645508,0.0829999968409538,5.0887855462588,9399833207.49341,6.47492173094629,0.689189970493317,33.518180847168,2857815.0,3.73,5.66,69.031,2.4746,Moldova,26.8,0.8,19.9,0.0,0.1,0.0,3.8,3289.1678458869487
14518,2014,57.4869689941406,0.0840200036764145,4.01861608078673,1315356131262.48,10.1501120910894,1.24433994293213,14.4319295883179,118755887.0,4.81,1.03,74.797,2.2263,Mexico,48.7,12.0,38.3,1.1,3.7,3.7,13.6,11076.134114197472
14523,2014,76.8865127563477,0.244929999113083,0.310306472181729,11625843213.6076,3.19160701114444,4.2165699005127,16.4621200561523,434558.0,5.73,4.59,82.0463414634146,2.6592,Malta,29.0,0.0,0.1,0.0,0.0,0.0,0.0,26753.2601254783
14529,2014,15.2227398554484,0.0383200012147427,2.55974875844296,17716091057.2675,8.44874301134599,0.208169996738434,1.9034866491953533,26038704.0,3.384,0.7,57.274,0.059975,Mozambique,54.0,83.1,93.6,29.4,48.4,64.6,67.6,680.3753004476529
14537,2014,8.36524963378906,0.219449996948242,-0.930287259984461,10862943546.2851,9.70836117250725,0.551569998264313,1.70499002933502,19372014.0,0.52,0.35,60.786,0.0272,Niger,34.3,82.4,96.7,18.1,39.8,53.6,64.1,560.7544753108841
14540,2014,89.3653717041016,0.560840010643005,0.976035079699661,892167986713.708,4.91316916848526,10.5571298599243,30.2677993774414,16865008.0,7.42,3.563333333333334,81.7073170731707,3.4194,Netherlands,28.6,0.2,0.4,0.0,0.1,0.1,0.2,52900.537415322186
14541,2014,99.2095336914063,0.883610010147095,2.0417028670721,501736471832.848,5.39118137256179,9.68177032470703,35.7232704162598,5137232.0,3.48,3.84,82.1,4.4249,Norway,26.8,0.1,0.4,0.1,0.1,0.1,0.2,97666.6951838749
14554,2014,83.8526306152344,0.566950023174286,0.0538213132400467,539080532037.142,4.78514009020142,18.7445392608643,23.8849296569824,38011735.0,8.99,6.63,77.6024390243903,2.302,Poland,32.8,1.1,3.8,0.2,0.4,0.4,1.2,14181.950180309897
14558,2014,51.444938659668,0.452219992876053,-0.278153367467421,229901964221.881,4.45365015553916,13.5167903900146,17.4849891662598,10401062.0,13.9,3.32,81.1219512195122,4.5567,Portugal,35.6,1.5,4.7,0.2,0.5,0.5,1.6,22103.70097033178
14559,2014,46.698299407959,0.065250001847744,5.02882767456758,40377987314.6435,12.0612957960967,6.41115999221802,13.6463804244995,6090721.0,5.03,0.83,72.878,1.2774,Paraguay,50.7,7.6,22.6,0.6,2.3,2.4,8.2,6629.426518575305
14565,2014,89.0505218505859,0.0810699984431267,1.06830987684293,199713780259.318,3.65325852092211,9.26996040344238,13.5352802276611,19908979.0,6.8,6.71,74.909756097561,2.5930400000000002,Romania,36.0,13.9,29.7,2.5,5.7,7.0,13.3,10031.342152669808
14575,2014,41.088710021972645,0.0388000011444092,1.1413446753823,22593470000.0,19.6990107417261,0.263790011405945,9.606915950775138,6209526.0,4.15,1.35,71.746,1.5662,El Salvador,41.6,13.7,42.7,0.8,3.8,3.4,15.3,3638.5176581916235
14578,2014,86.7260437011719,0.409209996461868,2.08244793880151,47062202241.4378,3.10717491859178,1.49623000621796,18.9766292572021,7130576.0,19.22,5.52,75.3365853658537,2.4611,Serbia,40.5,12.2,28.2,4.3,6.4,6.9,12.9,6600.056186405951
14585,2014,99.3442611694336,0.548160016536713,-0.0761653295419824,101437045019.899,6.08529859406317,15.3560495376587,18.294059753418,5418649.0,13.18,5.79,76.8121951219512,3.4214,Slovak Republic,26.1,1.8,4.8,0.5,0.7,0.7,1.9,18719.98814093679
