,Country Name,Year,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),"Inflation, consumer prices (annual %)",Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Gini index,GDP (current US$),Poverty gap at $2.15 a day (2017 PPP) (%),Poverty gap at $3.65 a day (2017 PPP) (%),"Cause of death, by injury (% of total)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Population, total",Population ages 65 and above (% of total population),"Cause of death, by non-communicable diseases (% of total)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Poverty gap at $6.85 a day (2017 PPP) (%),"Hospital beds (per 1,000 people)","Life expectancy at birth, total (years)","Physicians (per 1,000 people)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)"
14853,Sweden,2015,90.019401550293,1.20635998249054,0.8,-0.0467847449832651,1.1,29.2,505103781349.757,0.3,0.5,5.15931446589109,10.8662796020508,0.6,31.6511001586914,9799186.0,19.5917070047831,88.9668585102809,7.43,0.7,2.44,82.2048780487805,4.1899,100.0
14874,Turkiye,2015,56.3549003601074,0.338629990816116,2.5,7.6708536484588,13.7,42.9,864313960482.343,0.1,0.5,5.69183279813198,1.75616002082825,0.2,17.3935794830322,79646178.0,7.08622636552487,88.7629454068832,10.24,3.8,2.68,76.646,1.7988,88.2771301269531
14880,Uruguay,2015,54.103141784668,0.0611100010573864,0.8,8.66626987079339,6.0,40.1,57680328702.241,0.0,0.2,7.39740585668143,1.70333003997803,0.1,12.4214000701904,3402818.0,14.7386834586339,85.424043442929,7.49,1.5,2.43,77.483,4.4478,89.3893203735352
14913,Belgium,2016,84.7895202636719,0.623889982700348,0.1,1.97385264653172,0.3,27.6,476062757356.94,0.1,0.1,6.20055951618006,13.6618700027466,0.1,32.5408706665039,11331422.0,18.388947228713,85.9018536923863,7.83,0.1,5.76,81.4390243902439,3.0679,95.6992492675781
14916,Bangladesh,2016,41.5008010864258,0.165959998965263,51.6,5.51352572692992,86.9,32.4,265236389198.948,2.4,15.0,7.48848529773928,3.48118996620178,13.5,8.8502197265625,159784568.0,4.92609334799437,63.7038514843619,4.35,42.4,0.79,71.09,0.4974,56.3039588928223
14925,Brazil,2016,58.2031097412109,0.204339995980263,10.6,8.73914352329393,27.0,53.3,1795693265824.27,1.7,4.1,12.4539423731105,0.764900028705597,4.7,15.3451795578003,206859578.0,8.16185098279568,73.369855341327,11.74,11.0,2.11,74.442,2.1652,78.4814605712891
14933,Switzerland,2016,96.8901824951172,2.90631008148193,0.1,-0.434618664285843,0.1,33.0,687895460902.713,0.0,0.0,5.69679930275473,18.9417095184326,0.0,36.6171913146973,8373338.0,18.0129627758513,89.7083775891724,4.92,0.1,4.69,83.6024390243903,4.2473,99.6673431396484
14944,Costa Rica,2016,53.1069602966309,0.314749985933304,4.1,-0.0174788505908107,14.2,48.7,58847019584.9144,0.5,1.4,11.596610408711,2.64896011352539,1.3,21.4458408355713,4945205.0,8.98378328097622,81.0247387375876,8.09,4.7,1.15,79.459,2.8443,81.2402267456055
14949,Cyprus,2016,80.3129577636719,0.718360006809235,0.1,-1.42916666666668,0.1,32.9,21046452117.3765,0.0,0.0,4.81592639526197,10.6259298324585,0.0,36.4958114624023,1197881.0,12.9978215708315,90.7245350697746,12.95,0.1,3.43,81.056,1.9509,95.0117797851563
14950,Czechia,2016,99.8044586181641,0.652740001678467,0.1,0.683504209385683,0.7,25.4,196272068576.338,0.0,0.0,4.98468926732941,15.8107595443726,0.0,20.2412490844727,10566332.0,18.5617924633372,89.9278531709988,3.95,0.2,6.66,79.0268292682927,4.0194,99.8392105102539
14951,Germany,2016,96.5136413574219,1.32317996025085,0.2,0.491747008445241,0.2,31.4,3469853463945.63,0.0,0.0,3.94692920225668,11.5085496902466,0.0,26.1768093109131,82348669.0,21.1361287969973,91.0462466946146,4.12,0.1,8.06,80.990243902439,4.1944,100.0
14955,Dominican Republic,2016,67.1670379638672,0.0,8.0,1.61416607245221,28.7,45.7,75704647977.2591,0.6,2.3,11.8261360981609,1.19762003421783,2.0,21.9709796905518,10527592.0,6.22563574963941,72.641001183748,7.28,9.8,1.44,72.987,1.41,71.2239608764648
14966,Spain,2016,75.7975234985352,0.687120020389557,1.7,-0.202598000426425,3.5,35.8,1233554967011.71,0.7,1.0,3.4163321994382,12.5373201370239,1.1,29.791259765625,46484062.0,18.8238250273302,91.2594543710255,19.64,1.7,2.97,83.3292682926829,3.8112,91.1201019287109
14973,France,2016,83.6858291625977,0.804830014705658,0.1,0.183334861123848,0.3,31.9,2472964344587.23,0.1,0.1,6.59523492090918,9.10295963287354,0.1,29.5100402832031,66724104.0,19.5271629592367,86.829738874205,10.05,0.1,6.06,82.5731707317073,3.2206,97.6264724731445
14977,United Kingdom,2016,99.8038330078125,0.942639976739885,0.5,1.00841736811403,0.7,33.1,2699659680997.2,0.2,0.3,3.44305898990108,10.38739538192749,0.2,41.53723526000975,65611593.0,17.9739585909132,88.4900017661646,4.81,0.4,2.57,81.1560975609756,2.7563,99.92992401123044
14978,Georgia,2016,97.9518890380859,0.413060009479523,20.1,2.13492713939124,56.3,36.6,15141598622.5692,1.2,5.6,4.50710591601015,28.1508102416992,4.9,32.8585395812988,3727505.0,14.0649570020498,92.4565350351342,16.6,20.9,2.89,73.569,5.9973,99.3061370849609
14985,Greece,2016,64.8029022216797,0.51147997379303,2.0,-0.825653978391008,6.4,35.0,193148146586.938,0.6,0.9,3.30112596768081,2.4172899723053,1.0,21.200569152832,10775971.0,21.0983621746457,86.8109194729314,23.54,2.3,4.2,81.3878048780488,6.2149,91.4755096435547
14997,Hungary,2016,97.1764984130859,0.710449993610382,1.9,0.394769306686402,3.3,30.3,128609822750.039,0.8,1.1,4.54410005508674,8.65262031555176,1.3,21.3962898254395,9814023.0,18.4745307602176,93.3431936021452,5.11,1.8,7.0,76.0634146341464,3.2313,99.5666732788086
15002,Indonesia,2016,43.9723091125488,0.0415799990296364,33.5,3.5258051568793,68.3,39.3,931877364033.902,1.2,9.3,5.04473675290412,0.548629999160767,7.5,9.39820003509521,261850182.0,6.25486179727001,73.0713752539611,4.3,29.8,0.99,69.798,0.3582,80.2382736206055
15011,Israel,2016,89.0065536499023,1.42487996816635,1.0,-0.551552352993539,4.0,39.0,322102790386.835,0.1,0.3,4.1685711777156,12.66612005233765,0.2,46.932224273681655,8546000.0,11.1005086524601,85.6170227148356,4.8,1.2,2.99,82.4073170731707,3.4641,95.60292434692386
15022,"Korea, Rep.",2016,85.7208404541016,0.771870017051697,0.5,0.97168573991219,1.2,31.4,1500111596236.37,0.1,0.1,10.3210205864257,4.44513988494873,0.2,40.3022689819336,51217803.0,13.3636233447276,79.9542233154575,3.65,0.4,11.98,82.2756097560976,2.3037,95.5062866210938
15041,Latvia,2016,99.238639831543,0.412400007247925,1.5,0.140633334505292,4.6,34.3,28083597512.4849,0.3,0.6,5.65483433311722,11.6028203964233,0.6,31.3902797698975,1959537.0,20.2239854956432,91.6897535035995,9.64,1.6,5.72,74.580487804878,3.1885,99.82698822021484
15046,Moldova,2016,96.61261494954427,0.13745333005984628,1.1,6.3593089803793,17.7,26.3,7982450758.03213,0.0,0.2,6.47492173094629,0.929196655750275,0.1,33.36854298909506,2803186.0,11.8088054316068,88.7341249966908,4.02,3.3,5.66,69.917,2.7216,99.37361653645833
15050,Mexico,2016,59.7126693725586,0.0762600004673004,10.7,2.82170784747653,33.6,47.7,1078493059306.95,0.9,3.2,10.1501120910894,1.3954199552536,3.2,15.1532297134399,121519221.0,7.19867761825647,79.8132340601764,3.86,12.0,1.0,74.412,2.3244,80.1121597290039
15055,Malta,2016,78.2185134887695,0.239959999918938,0.2,0.642702771527276,0.3,29.1,11667976402.763,0.1,0.1,3.19160701114444,4.52152013778687,0.1,16.7845191955566,455356.0,18.6958659839001,90.5477892834769,4.69,0.2,4.67,82.4536585365854,2.7595,98.9275283813477
15072,Netherlands,2016,89.7140426635742,0.579590022563934,0.2,0.316666666666663,0.4,28.2,784060430240.101,0.0,0.0,4.91316916848526,11.0200595855713,0.0,31.5066204071045,17030314.0,18.2468894721336,89.2953055269509,6.01,0.1,3.41,81.5609756097561,3.547,98.5061874389648
15073,Norway,2016,99.2340087890625,0.996460020542145,0.4,3.55000000000002,0.7,28.5,370956547619.048,0.2,0.2,5.39118137256179,10.4895095825195,0.3,37.232780456543,5234519.0,16.5199315317727,87.1864695254935,4.68,0.4,3.68,82.4073170731707,4.5679,99.6748504638672
15086,Poland,2016,85.3279266357422,0.437790006399155,0.6,-0.664767331434023,2.4,31.2,470024559638.496,0.1,0.2,4.78514009020142,19.2677593231201,0.2,25.0333995819092,37970087.0,16.1080683027695,90.3762185546728,6.16,0.8,6.64,77.8512195121951,2.4146,99.2010269165039
15090,Portugal,2016,54.1912498474121,0.495050013065338,0.7,0.607397074641661,3.6,35.2,206426152308.937,0.2,0.3,4.45365015553916,14.2954702377319,0.4,19.0035095214844,10325452.0,20.9631111863411,86.2288183970629,11.07,1.1,3.39,81.1243902439025,4.9397,91.117431640625
15091,Paraguay,2016,47.7961006164551,0.0502699986100197,7.2,4.08682280577242,23.7,47.9,36089550671.834,0.3,2.0,12.0612957960967,6.67168998718262,1.7,14.0451498031616,6266615.0,5.68444002986939,72.9770802057947,5.25,8.1,0.83,73.534,1.3544,74.5233688354492
15097,Romania,2016,90.0044097900391,0.0810699984431267,8.9,-1.54479666813904,21.8,34.4,185287615324.922,1.1,3.1,3.65325852092211,9.26996040344238,3.2,14.6070098876953,19702267.0,17.193180865368,92.2490251411109,5.9,8.6,6.84,75.209756097561,2.2565,98.6996307373047
15110,Serbia,2016,89.4902420043945,0.482039988040924,11.0,1.12231397417765,24.6,38.8,40692661657.284,4.2,5.9,3.10717491859178,2.18066000938416,6.4,20.6914501190186,7058322.0,19.5924205769216,94.2980186195303,15.26,11.4,5.59,75.6878048780488,2.4607,97.4404525756836
15117,Slovak Republic,2016,99.3035583496094,0.529900014400482,2.1,-0.520010196278324,4.3,25.2,89952699524.8965,1.2,1.4,6.08529859406317,17.6331100463867,1.4,19.8435497283936,5430798.0,14.7326646847241,89.1914720545025,9.67,2.2,5.78,77.1658536585366,3.4664,99.8057022094727
15118,Slovenia,2016,97.6204681396484,2.30223989486694,0.0,-0.0549995416704911,0.2,24.8,44766722790.5838,0.0,0.0,6.82196051910906,14.6544303894043,0.0,26.9521999359131,2065042.0,18.3266188840298,88.5042685787872,8.0,0.0,4.49,81.1756097560976,3.0007,99.8088989257813
15119,Sweden,2016,90.5436477661133,1.22180998325348,0.5,0.984269244577978,0.9,29.6,515654671469.547,0.2,0.3,5.15931446589109,11.1166000366211,0.3,32.2315711975098,9923085.0,19.7074603370916,88.9668585102809,6.99,0.5,2.34,82.3073170731707,4.2707,100.0
15140,Turkiye,2016,58.8644409179688,0.359059989452362,1.6,7.77513415328334,11.6,41.9,869682954136.208,0.0,0.3,5.69183279813198,1.78507995605469,0.2,18.1570796966553,81019394.0,7.23926479109888,88.7629454068832,10.84,3.1,2.75,76.66,1.8142,88.9477005004883
15147,United States,2016,95.5852432250977,1.85371994972229,1.2,1.26158320570537,2.0,41.1,18695110842000.0,0.9,1.0,6.30596510151972,12.6140098571777,1.0,43.5118789672852,323071755.0,14.672311496844,88.042831442106,4.87,1.3,2.77,78.5390243902439,2.61,98.8771133422852
15179,Belgium,2017,86.5041732788086,0.648150026798248,0.2,2.12597086002609,0.4,27.4,502764720556.358,0.1,0.2,6.1607616438426405,14.9169998168945,0.1,35.124080657959,11375158.0,18.5780135332375,85.9414907785566,7.09,0.2,5.66,81.4926829268293,3.0709,95.8703308105469
15191,Brazil,2017,59.1219291687012,0.217360004782677,11.0,3.44637335032672,27.1,53.3,2063514688761.67,2.0,4.5,12.00380107681945,0.806580007076263,5.3,15.734580039978,208504960.0,8.42812804069505,74.05377684621504,12.93,11.2,2.09,74.827,2.1652,79.6330413818359
15199,Switzerland,2017,97.06504821777345,2.92601501941681,0.0,0.533787839825886,0.1,32.7,695200833086.499,0.0,0.0,5.69753397019862,19.51369762420655,0.0,38.052823066711426,8451840.0,18.1754305383055,89.63065097846129,4.8,0.0,4.65,83.5512195121951,4.2957,99.65670585632324
15210,Costa Rica,2017,53.57657368977866,0.314749985933304,3.1,1.62590692991729,12.9,48.3,60516044623.4876,0.4,1.0,11.2375609157797,2.7264533837636336,1.2,21.8617738087972,4993842.0,9.2726611367221,81.50886474097925,7.73,4.1,1.14,79.377,2.9533,81.5148391723633
15215,Cyprus,2017,80.24179077148439,0.7328300078709923,0.1,0.5317664961745,0.1,31.4,22946583375.5508,0.0,0.0,5.081275914903185,11.055919965108233,0.0,36.37158711751303,1208523.0,13.2857628692214,90.29309184877,11.05,0.0,3.4,81.328,2.8185,94.82656606038414
15216,Czechia,2017,99.8279190063477,0.675140023231506,0.1,2.45053398460138,0.5,24.9,218628940951.675,0.0,0.0,4.88008509505434,16.1765995025635,0.0,20.8569507598877,10594438.0,19.022300655047,89.66228843257619,2.89,0.1,6.63,78.9780487804878,4.0676,99.8783798217773
15217,Germany,2017,96.52067057291667,1.28845997651418,0.5,1.50949485109622,1.0,31.9,3690849152517.69,0.2,0.3,4.2943042402017,11.2466932932536,0.2,25.781606674194332,82657002.0,21.3105965559267,90.82228972712235,3.75,0.6,8.0,80.9926829268293,4.2488,100.0
15221,Dominican Republic,2017,61.8891830444336,0.0,5.4,3.27955694678546,25.5,42.2,79998045975.5137,0.3,1.4,13.65801114604545,1.19762003421783,1.0,17.1756649017334,10647244.0,6.38490580285377,72.2876750060627,5.83,7.5,1.56,73.063,1.4308999999999998,69.014404296875
15232,Spain,2017,76.11161041259766,0.673649996519089,1.1,1.95607633363964,2.5,34.7,1313245330197.66,0.5,0.7,3.51921691197879,12.73080015182495,0.7,30.062916437784835,46593236.0,19.0674119455967,91.0134539981205,17.22,1.2,2.97,83.2829268292683,3.8723,91.16697438557942
15239,France,2017,84.2147979736328,0.836380004882813,0.0,1.03228275064674,0.1,31.6,2595151045197.67,0.0,0.0,6.47555200695348,9.49569988250732,0.0,30.1307907104492,66918020.0,19.9283842010908,87.0529211238507,9.41,0.0,5.98,82.5756097560976,3.2392,97.5684661865234
15243,United Kingdom,2017,99.7478179931641,1.0010199546814,0.5,2.55775577557754,0.7,32.6,2683488510504.04,0.2,0.3,3.564603198741885,11.9904203414917,0.2,44.0941696166992,66058859.0,18.143475320509,88.3235391477531,4.33,0.4,2.54,81.2560975609756,2.7828,100.0
15251,Greece,2017,66.9867973327637,0.499109983444214,1.6,1.12125452031427,5.3,34.4,199844406013.533,0.4,0.7,3.605176554229605,2.2837499380111703,0.9,22.453804969787598,10754679.0,21.3725604536042,85.02354335918575,21.49,1.8,4.21,81.2878048780488,6.1725,93.3681449890137
15263,Hungary,2017,96.9715538024902,0.7320050001144409,1.5,2.34824281150159,4.0,30.6,143112196040.326,0.4,0.6,4.340645346918355,8.775589942932129,0.6,21.53532028198245,9787966.0,18.8056808187934,93.61455419472321,4.16,1.6,7.02,75.8170731707317,3.3447,99.55863571166995
15268,Indonesia,2017,47.896172841389976,0.04129333297411603,29.7,3.80879806953163,65.3,38.8,1015618744168.15,1.0,7.9,4.896325801599495,0.5598000089327497,6.6,9.546236673990883,264498852.0,6.34506609059864,74.69890047097725,3.78,27.4,1.04,69.936,0.3767,78.765500386556
15277,Israel,2017,89.1813583374023,1.44091999530792,1.2,0.259414974505786,4.2,38.2,358245427458.541,0.2,0.4,4.202028134011474,12.7519798278809,0.5,47.0739784240723,8713300.0,11.3104637394174,85.53176307490175,4.22,1.4,3.02,82.5512195121951,3.4789,95.6309967041016
15307,Latvia,2017,99.257568359375,0.6873633265495314,1.5,2.93036312374664,4.5,35.6,30483806017.8321,0.3,0.7,5.310230584229011,13.711407423019423,0.8,32.05365991592407,1942248.0,20.4997282417561,91.84168166691086,8.72,1.6,5.57,74.6292682926829,3.1905,99.88465881347656
15321,Malta,2017,79.32284800211586,0.33694999913374596,0.2,1.3643544815071,0.3,29.2,13489296992.0001,0.1,0.1,3.22213226027113,5.1948065757751465,0.2,18.448626200358035,467999.0,18.7569473844466,90.1464990446919,4.0,0.2,4.49,82.3463414634146,2.8598,98.90582784016931
15322,Myanmar,2017,42.6302795410156,0.0476099997758865,19.6,4.57253655317505,68.2,30.7,61449391917.1276,0.3,4.0,7.400156895221205,0.260670006275177,2.0,9.35006999969482,52288341.0,5.89079026240286,68.8020051003688,1.36,23.5,1.04,65.843,0.8638,63.474739074707
15338,Netherlands,2017,89.85682678222652,0.5913666884104409,0.3,1.3814587140721,0.4,28.5,833869641687.068,0.1,0.1,5.339079859739515,11.1613432566325,0.2,31.835820515950502,17131296.0,18.6066493801024,88.76474717017945,4.84,0.2,3.28,81.7609756097561,3.6266,98.48974863688147
15339,Norway,2017,99.2403411865234,1.01668000221252,0.3,1.87510059552548,0.6,27.0,401745275035.261,0.2,0.2,5.49473591165774,10.8681602478027,0.3,38.0324516296387,5276968.0,16.7836009923461,86.95429972712614,4.16,0.3,3.6,82.609756097561,4.7176,99.6854019165039
15347,Panama,2017,69.4722290039063,0.232899993658066,5.3,0.875585918759905,14.0,49.9,62202700000.0,0.8,1.9,9.092403399379124,16.8009796142578,2.1,26.7175807952881,4096063.0,7.70693712474637,76.58467436188656,5.392,5.5,2.27,77.795,1.5859,87.4964981079102
15352,Poland,2017,85.3279266357422,0.437790006399155,0.6,2.07593553673862,1.7,29.7,524641206562.004,0.2,0.3,4.513011186193619,19.2677593231201,0.3,25.0333995819092,37974826.0,16.6879982701496,90.1415581020124,4.89,0.6,6.62,77.7536585365854,2.3788,99.2010269165039
15356,Portugal,2017,55.180721282959,0.5658900141716,0.7,1.36861411643481,2.3,33.8,221357874718.932,0.2,0.3,4.623682974238335,14.2225103378296,0.4,19.261890411377,10300300.0,21.3650845546896,86.4590481705203,8.87,0.8,3.39,81.4243902439025,5.124,91.7393112182617
15357,Paraguay,2017,49.89866828918454,0.07305499911308296,5.2,3.60247741348942,21.0,48.5,38997129809.1697,0.2,1.3,11.58444538821395,6.894027590751647,1.0,14.995747327804551,6355404.0,5.80245567394299,73.95770854678165,4.61,6.7,0.8049999999999999,73.644,1.3544,75.61987113952638
15376,Serbia,2017,89.7998199462891,0.393229991197586,9.0,3.13106248590119,21.7,36.2,44179075778.9267,3.3,4.8,2.740780774010875,2.17539000511169,5.4,20.7765407562256,7020858.0,19.8936955450054,94.60695140339524,13.48,9.6,5.61,75.5390243902439,2.4603,97.6898727416992
15383,Slovak Republic,2017,99.2805023193359,0.631749987602234,1.3,1.31194588223234,2.7,23.2,95649966260.981,0.1,0.4,6.186008198194481,18.566520690918,0.2,20.8929805755615,5439232.0,15.2655896087384,88.89999034524995,8.13,1.1,5.82,77.1658536585366,3.4156,99.7869110107422
15384,Slovenia,2017,97.7727813720703,2.75571990013123,0.0,1.42910743319297,0.1,24.2,48589100043.0958,0.0,0.0,7.089452370547745,15.3223104476929,0.0,28.1766605377197,2066388.0,18.761151395926,89.24618412961306,6.56,0.0,4.5,81.0292682926829,3.0861,99.780387878418
15385,Sweden,2017,91.0670318603516,1.24491000175476,0.3,1.79449904665596,0.8,28.8,541018749769.097,0.1,0.2,5.09838660246941,11.319769859314,0.2,32.8181190490723,10057698.0,19.793615948794,89.00696721535955,6.72,0.3,2.21,82.409756097561,4.3338,100.0
15406,Turkiye,2017,60.8933181762695,0.422719985246658,1.5,11.1443110840764,10.9,41.4,858988578709.755,0.0,0.3,5.1799525259012995,2.26333999633789,0.1,19.0878391265869,82089826.0,7.35972928387174,89.46477670965831,10.82,2.8,2.81,77.141,1.8492,89.5014495849609
15413,United States,2017,95.64986165364583,1.8625599940617867,1.5,2.13011000365963,2.0,41.2,19477336549000.0,1.0,1.1,6.4294630186527,12.553079922993966,1.2,43.67243321736654,325122128.0,15.0662903997382,88.09390596101285,4.36,1.4,2.87,78.5390243902439,2.61,98.89417521158856
15436,United Arab Emirates,2018,82.8856201171875,0.905449986457825,0.0,3.06863379251991,0.4,26.0,427049432157.931,0.0,0.0,15.8086878707137,10.0739097595215,0.0,51.7846717834473,9140169.0,1.21968197635722,77.0996232320676,2.24,0.1,1.37,79.627,2.5278,91.0054321289063
15445,Belgium,2018,86.57355244954427,0.6250800093015033,0.1,2.05316499865181,0.2,27.2,543299066998.892,0.1,0.1,6.12096377150522,14.733343124389634,0.1,34.487716674804695,11427054.0,18.783552969445,85.9811278647269,5.95,0.1,5.62,81.5951219512195,3.1146,96.1039810180664
15456,Bolivia,2018,64.6958389282227,0.1522000022232535,7.7,2.27205987230148,19.1,42.6,40287647930.5355,1.3,3.0,8.7017791007376,1.1564599871635424,3.3,31.289770126342802,11606905.0,4.948201092367,72.6759001252702,3.52,7.8,1.28,67.748,1.31,74.3151702880859
15457,Brazil,2018,60.0145111083984,0.257620006799698,10.9,3.66485028376724,26.7,53.9,1916933708404.16,2.0,4.5,11.5536597805284,0.957949995994568,5.3,16.5433902740479,210166592.0,8.70559458682759,74.7376983511031,12.46,11.1,2.0999999999999996,75.109,2.2379,80.2751235961914
15465,Switzerland,2018,97.0852584838867,2.93415999412537,0.0,0.936335464113605,0.2,33.1,725562534363.895,0.0,0.0,5.69826863764251,19.9682102203369,0.0,38.9819602966309,8514329.0,18.3627296893722,89.5529243677502,4.71,0.1,4.63,83.7536585365854,4.3328,99.6746520996094
15476,Costa Rica,2018,54.5584602355957,0.314749985933304,4.0,2.22111461526584,13.9,48.0,62420164964.6987,0.6,1.4,10.8785114228484,2.82293009757996,1.5,22.2299098968506,5040734.0,9.57236584989408,81.9929907443709,9.01,4.8,1.11,79.484,2.8939,81.9713897705078
15481,Cyprus,2018,81.7732315063477,0.754980027675629,0.1,1.43549119531762,0.2,32.7,25597301190.678,0.0,0.0,5.3466254345444,12.2080698013306,0.0,37.7905197143555,1218831.0,13.5705852575131,89.8616486277654,8.37,0.1,3.415,81.382,2.9799,95.5756072998047
15482,Czechia,2018,99.8140029907227,0.6697700023651123,0.0,2.14949494949492,0.2,25.0,249000540729.179,0.0,0.0,4.77548092277927,15.996306419372567,0.0,20.703706741333033,10629928.0,19.4417572658004,89.3967236941536,2.24,0.1,6.62,79.0292682926829,4.024,99.85969034830725
15483,Germany,2018,96.3322525024414,1.25295996665955,0.2,1.73216879766946,0.2,31.8,3974443355019.53,0.0,0.0,4.64167927814672,11.1985902786255,0.0,25.7418899536133,82905782.0,21.4991247751245,90.5983327596301,3.38,0.1,8.030000000000001,80.8926829268293,4.2996,100.0
15487,Dominican Republic,2018,67.1670379638672,0.0,4.2,3.56443426013507,22.2,43.7,85555390385.9812,0.2,0.9,15.48988619393,1.19762003421783,0.8,21.9709796905518,10765531.0,6.56109794124869,71.9343488283774,5.86,6.3,1.5,73.232,1.41,71.2239608764648
15498,Spain,2018,77.7223587036133,0.660179972648621,1.2,1.67498136863794,2.7,34.7,1421702715218.01,0.6,0.8,3.62210162451938,12.924280166626,0.8,31.106409072876,46797754.0,19.2922223977269,90.7674536252155,15.25,1.3,2.97,83.4317073170732,4.0299,91.9167175292969
15499,Estonia,2018,97.8234634399414,0.931609988212585,0.5,3.43632688420445,1.1,30.3,30624720196.2285,0.2,0.3,4.22251355239039,21.2413291931152,0.2,40.2903594970703,1321977.0,19.6801037705702,92.1948909762529,5.41,0.5,4.57,78.2439024390244,3.481,99.776496887207
15505,France,2018,84.49876149495442,0.8291633327802023,0.1,1.85081508315494,0.1,32.4,2790956878746.61,0.0,0.0,6.35586909299778,9.704196612040187,0.0,30.604890187581365,67158348.0,20.3102307122097,87.2761033734964,9.02,0.1,5.91,82.6756097560976,3.24,97.62240854899086
15509,United Kingdom,2018,99.77520751953125,1.0402249693870549,0.5,2.29283990345939,0.7,33.7,2878152147315.82,0.3,0.4,3.68614740758269,12.7830400466919,0.5,45.6689739227295,66460344.0,18.3221361235212,88.1570765293416,4.0,0.5,2.5,81.2560975609756,2.8044,100.0
15517,Greece,2018,69.23242568969725,0.6139400005340575,0.3,0.625621413453588,3.7,32.9,212049447242.107,0.1,0.1,3.9092271407784,4.633854985237125,0.1,24.004769325256348,10732882.0,21.6186355834736,83.2361672454401,19.29,0.8,4.2,81.7878048780488,6.2262,93.9720153808594
15529,Hungary,2018,97.6789627075195,0.699990004301071,0.7,2.85024792594642,2.8,29.6,160565642983.587,0.1,0.2,4.13719063874997,10.21027994155883,0.2,23.197484970092802,9775564.0,19.1435511641222,93.8859147873012,3.71,1.0,7.01,76.0658536585366,3.4075,99.61956787109375
15534,Indonesia,2018,50.9141387939453,0.0501700006425381,26.4,3.19834641562404,62.8,38.4,1042271532953.36,0.8,6.7,4.74791485029487,0.614300012588501,5.4,9.99415016174316,267066843.0,6.458385226163,76.3264256879934,4.39,25.5,1.0150000000000001,70.338,0.4241,78.4278793334961
15544,Italy,2018,82.1943817138672,0.401259988546371,2.1,1.13748763600395,3.2,35.2,2091932426266.94,1.0,1.3,3.85670624309975,12.964750289917,1.5,16.5650005340576,60421760.0,22.7620800096023,90.6385058588077,10.61,2.0,3.14,83.3463414634146,3.9636,96.7274398803711
15573,Latvia,2018,99.238639831543,1.10706996917725,0.9,2.53445424186602,3.0,35.1,34429023435.0205,0.2,0.4,4.9656268353408,14.6020202636719,0.4,33.0747489929199,1927174.0,20.7494663883422,91.9936098302222,7.41,1.1,5.49,74.7829268292683,3.3015,100.0
15582,Mexico,2018,63.2359199523926,0.0829700008034706,9.4,4.89935015356549,31.1,46.7,1222405556421.13,0.7,2.8,10.4962551679616,1.51269996166229,2.6,16.4495906829834,124013861.0,7.66820086478801,80.4103092072542,3.27,10.7,0.98,74.015,2.4248,82.7533721923828
15591,Mongolia,2018,76.2942504882813,0.200440004467964,6.9,6.82424790145521,38.3,32.7,13178094719.8612,0.1,1.3,10.9744404544239,3.1380500793457,0.7,34.1467399597168,3163991.0,4.01394947077915,82.7159926018599,5.38,10.9,7.5,71.199,3.8518,91.0292205810547
15597,Malaysia,2018,75.49260711669919,0.26154001057148,0.2,0.884709160571244,3.4,41.2,358788833524.945,0.0,0.0,8.41842161031946,1.60588502883911,0.0,19.563069343566852,32399271.0,6.51891663675216,73.4429783304743,3.3,0.6,1.75,75.644,1.9398,94.1583023071289
15604,Netherlands,2018,90.3683166503906,0.627430021762848,0.2,1.70349794744475,0.4,28.1,914043438179.591,0.1,0.1,5.76499055099377,11.7291698455811,0.1,33.039680480957,17231624.0,18.9656134421745,88.234188813408,3.83,0.2,3.17,81.8121951219512,3.7092,98.5149765014648
15605,Norway,2018,99.22086079915363,1.0329333345095317,0.3,2.76483134528794,0.5,27.6,439788625883.8,0.2,0.2,5.59829045075369,10.968896547953266,0.3,38.1659342447917,5311916.0,17.0872801337269,86.7221299287588,3.8,0.3,3.53,82.7585365853659,4.834,99.69154357910156
15612,Pakistan,2018,19.9216003417969,0.0087000001221895,39.8,5.07805725868917,84.5,29.6,356128167702.894,0.6,9.0,6.99617358473283,1.45052003860474,4.9,3.17432999610901,219731479.0,4.05000140182463,59.8558675161075,4.08,36.3,0.63,66.482,0.9801,38.9729995727539
15613,Panama,2018,69.4722290039063,0.232899993658066,4.4,0.761578359399948,12.5,49.2,67294169234.6291,0.4,1.4,8.77274038420363,16.8009796142578,1.4,26.7175807952881,4165255.0,7.91805158604354,77.859990559681,5.218,4.7,2.25,77.863,1.6055,87.4964981079102
